Class,Superorder,Order,Family,Genus,species_binomial,EDGE Scientific name
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja undulata,Raja undulata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella annandalei,Rajella annandalei
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella barnardi,Rajella barnardi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella bathyphila,Rajella bathyphila
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella bigelowi,Rajella bigelowi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella caudaspinosa,Rajella caudaspinosa
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella challengeri,Rajella challengeri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella dissimilis,Rajella dissimilis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella eisenhardti,Rajella eisenhardti
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella fuliginea,Rajella fuliginea
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella fyllae,Rajella fyllae
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella kukujevi,Rajella kukujevi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella leoparda,Rajella leopardus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella lintea,Rajella lintea
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella nigerrima,Rajella nigerrima
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella paucispinosa,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella purpuriventralis,Rajella purpuriventralis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella ravidula,Rajella ravidula
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rajella,Rajella sadowskii,Rajella sadowskii
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja ackleyi,Raja ackleyi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja alba,Rostroraja alba
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja bahamensis,Raja bahamensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja cervigoni,Raja cervigoni
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja eglanteria,Raja eglanteria
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja equatorialis,Raja equatorialis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja texana,Raja texana
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Rostroraja,Rostroraja velezi,Raja velezi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Spiniraja,Spiniraja whitleyi,Spiniraja whitleyi
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus cemiculus,Glaucostegus cemiculus
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus granulatus,Glaucostegus granulatus
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus halavi,Glaucostegus halavi
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus obtusus,Glaucostegus obtusus
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus thouin,Glaucostegus thouin
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus typus,Glaucostegus typus
Elasmobranchii,Batoidea,Rhinopristiformes,Pristidae,Anoxypristis,Anoxypristis cuspidata,Anoxypristis cuspidata
Elasmobranchii,Batoidea,Rhinopristiformes,Pristidae,Pristis,Pristis clavata,Pristis clavata
Elasmobranchii,Batoidea,Rhinopristiformes,Pristidae,Pristis,Pristis pectinata,Pristis pectinata
Elasmobranchii,Batoidea,Rhinopristiformes,Pristidae,Pristis,Pristis pristis,Pristis pristis
Elasmobranchii,Batoidea,Rhinopristiformes,Pristidae,Pristis,Pristis zijsron,Pristis zijsron
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhina,Rhina ancylostoma,Rhina ancylostoma
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus australiae,Rhynchobatus australiae
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus cooki,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus djiddensis,Rhynchobatus djiddensis
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus immaculatus,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus laevis,Rhynchobatus laevis
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus luebberti,Rhynchobatus luebberti
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus palpebratus,Rhynchobatus palpebratus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchobatus,Rhynchobatus springeri,Rhynchobatus springeri
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinidae,Rhynchorhina,Rhynchorhina mauritaniensis,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus annulatus,Acroteriobatus annulatus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus blochii,Acroteriobatus blochii
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus leucospilus,Acroteriobatus leucospilus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus ocellatus,Acroteriobatus ocellatus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus omanensis,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus salalah,Acroteriobatus salalah
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Acroteriobatus,Acroteriobatus variegatus,Acroteriobatus variegatus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos buthi,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos glaucostigmus,Rhinobatos glaucostigma
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos horkelii,Rhinobatos horkelii
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos lentiginosus,Rhinobatos lentiginosus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos leucorhynchus,Rhinobatos leucorhynchus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos percellens,Rhinobatos percellens
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos planiceps,Rhinobatos planiceps
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos prahli,Rhinobatos prahli
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Pseudobatos,Pseudobatos productus,Rhinobatos productus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos albomaculatus,Rhinobatos albomaculatus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos annandalei,Rhinobatos annandalei
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos austini,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos borneensis,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos holcorhynchus,Rhinobatos holcorhynchus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos hynnicephalus,Rhinobatos hynnicephalus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos irvinei,Rhinobatos irvinei
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos jimbaranensis,Rhinobatos jimbaranensis
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos lionotus,Rhinobatos lionotus
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos manai,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos nudidorsalis,Rhinobatos nudidorsalis
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos penggali,Rhinobatos penggali
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos punctifer,Rhinobatos punctifer
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos ranongensis,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos rhinobatos,Rhinobatos rhinobatos
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos sainsburyi,Rhinobatos sainsburyi
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos schlegelii,Rhinobatos schlegelii
Elasmobranchii,Batoidea,Rhinopristiformes,Rhinobatidae,Rhinobatos,Rhinobatos whitei,NA
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Aptychotrema,Aptychotrema rostrata,Aptychotrema rostrata
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Aptychotrema,Aptychotrema timorensis,Aptychotrema timorensis
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Aptychotrema,Aptychotrema vincentiana,Aptychotrema vincentiana
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Trygonorrhina,Trygonorrhina dumerilii,Trygonorrhina dumerilii
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Trygonorrhina,Trygonorrhina fasciata,Trygonorrhina fasciata
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Zapteryx,Zapteryx brevirostris,Zapteryx brevirostris
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Zapteryx,Zapteryx exasperata,Zapteryx exasperata
Elasmobranchii,Batoidea,Rhinopristiformes,Trygonorrhinidae,Zapteryx,Zapteryx xyster,Zapteryx xyster
Elasmobranchii,Batoidea,Torpediniformes,Hypnidae,Hypnos,Hypnos monopterygius,Hypnos monopterygius
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Benthobatis,Benthobatis kreffti,Benthobatis kreffti
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Benthobatis,Benthobatis marcida,Benthobatis marcida
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Benthobatis,Benthobatis moresbyi,Benthobatis moresbyi
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Benthobatis,Benthobatis yangi,Benthobatis yangi
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Diplobatis,Diplobatis colombiensis,Diplobatis colombiensis
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Diplobatis,Diplobatis guamachensis,Diplobatis guamachensis
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Diplobatis,Diplobatis ommata,Diplobatis ommata
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Diplobatis,Diplobatis picta,Diplobatis pictus
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Discopyge,Discopyge castelloi,Discopyge castelloi
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Discopyge,Discopyge tschudii,Discopyge tschudii
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine atzi,Narcine atzi
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine baliensis,NA
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine bancroftii,Narcine bancroftii
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine brasiliensis,Narcine brasiliensis
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine brevilabiata,Narcine brevilabiata
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine entemedor,Narcine entemedor
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine insolita,Narcine insolita
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine leoparda,Narcine leoparda
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine lingula,Narcine lingula
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine maculata,Narcine maculata
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine oculifera,Narcine oculifera
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine prodorsalis,Narcine prodorsalis
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine rierai,Narcine rierai
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine timlei,Narcine timlei
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcine vermiculata,Narcine vermiculatus
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcinops lasti,Narcine lasti
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcinops nelsoni,Narcine nelsoni
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcinops ornata,Narcine ornata
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcinops tasmaniensis,Narcine tasmaniensis
Elasmobranchii,Batoidea,Torpediniformes,Narcinidae,Narcine,Narcinops westraliensis,Narcine westraliensis
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Electrolux,Electrolux addisoni,Electrolux addisoni
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Heteronarce,Heteronarce bentuviai,Heteronarce bentuviai
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Heteronarce,Heteronarce garmani,Heteronarce garmani
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Heteronarce,Heteronarce mollis,Heteronarce mollis
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Narke,Narke capensis,Narke capensis
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Narke,Narke dipterygia,Narke dipterygia
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Narke,Narke japonica,Narke japonica
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Temera,Temera hardwickii,Temera hardwickii
Elasmobranchii,Batoidea,Torpediniformes,Narkidae,Typhlonarke,Typhlonarke aysoni,Typhlonarke aysoni
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina hyugaensis,Platyrhina hyugaensis
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina psomadakisi,NA
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina sinensis,Platyrhina sinensis
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina tangi,Platyrhina tangi
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhinoidis,Platyrhinoidis triseriata,Platyrhinoidis triseriata
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce californica,Torpedo californica
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce cowleyi,NA
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce formosa,Torpedo formosa
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce nobiliana,Torpedo nobiliana
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce occidentalis,NA
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce puelcha,Torpedo puelcha
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce tokionis,Torpedo tokionis
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Tetronarce,Tetronarce tremens,Torpedo tremens
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo adenensis,Torpedo adenensis
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo andersoni,Torpedo andersoni
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo bauchotae,Torpedo bauchotae
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo fuscomaculata,Torpedo fuscomaculata
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo mackayana,Torpedo mackayana
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,Torpedo marmorata
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo panthera,Torpedo panthera
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo sinuspersici,Torpedo sinuspersici
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo suessii,Torpedo suessii
Elasmobranchii,Batoidea,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,Torpedo torpedo
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus acronotus,Carcharhinus acronotus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus albimarginatus,Carcharhinus albimarginatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus altimus,Carcharhinus altimus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchoides,Carcharhinus amblyrhynchoides
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amboinensis,Carcharhinus amboinensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus borneensis,Carcharhinus borneensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus brachyurus,Carcharhinus brachyurus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus brevipinna,Carcharhinus brevipinna
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus cautus,Carcharhinus cautus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus cerdale,Carcharhinus cerdale
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus coatesi,Carcharhinus coatesi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus dussumieri,Carcharhinus dussumieri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,Carcharhinus falciformis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus fitzroyensis,Carcharhinus fitzroyensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus galapagensis,Carcharhinus galapagensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus hemiodon,Carcharhinus hemiodon
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus humani,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus isodon,Carcharhinus isodon
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus leiodon,Carcharhinus leiodon
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus leucas,Carcharhinus leucas
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus limbatus,Carcharhinus limbatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus longimanus,Carcharhinus longimanus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus macloti,Carcharhinus macloti
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus,Carcharhinus melanopterus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus obscurus,Carcharhinus obscurus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus obsoletus,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus perezi,Carcharhinus perezii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus,Carcharhinus plumbeus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus porosus,Carcharhinus porosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus sealei,Carcharhinus sealei
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus signatus,Carcharhinus signatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus sorrah,Carcharhinus sorrah
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus tilstoni,Carcharhinus tilstoni
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus tjutjot,Carcharhinus tjutjot
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier,Galeocerdo cuvier
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis gangeticus,Glyphis gangeticus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis garricki,Glyphis garricki
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis glyphis,Glyphis glyphis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Isogomphodon,Isogomphodon oxyrhynchus,Isogomphodon oxyrhynchus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Lamiopsis,Lamiopsis temminckii,Lamiopsis temminckii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Lamiopsis,Lamiopsis tephrodes,Lamiopsis tephrodes
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Loxodon,Loxodon macrorhinus,Loxodon macrorhinus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Nasolamia,Nasolamia velox,Nasolamia velox
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion acutidens,Negaprion acutidens
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris,Negaprion brevirostris
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,Prionace glauca
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon acutus,Rhizoprionodon acutus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon lalandii,Rhizoprionodon lalandii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon longurio,Rhizoprionodon longurio
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon oligolinx,Rhizoprionodon oligolinx
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon porosus,Rhizoprionodon porosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon taylori,Rhizoprionodon taylori
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon terraenovae,Rhizoprionodon terraenovae
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Scoliodon,Scoliodon laticaudus,Scoliodon laticaudus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Scoliodon,Scoliodon macrorhynchos,Scoliodon macrorhynchos
Elasmobranchii,Selachimorpha,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,Triaenodon obesus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Chaenogaleus,Chaenogaleus macrostoma,Chaenogaleus macrostoma
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Hemigaleus,Hemigaleus australiensis,Hemigaleus australiensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Hemigaleus,Hemigaleus microstoma,Hemigaleus microstoma
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Hemipristis,Hemipristis elongata,Hemipristis elongata
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus longicaudatus,Paragaleus longicaudatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus leucolomatus,Paragaleus leucolomatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus pectoralis,Paragaleus pectoralis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus randalli,Paragaleus randalli
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus tengi,Paragaleus tengi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Leptochariidae,Leptocharias,Leptocharias smithii,Leptocharias smithii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus albisoma,Apristurus albisoma
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus ampliceps,Apristurus ampliceps
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus aphyodes,Apristurus aphyodes
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus australis,Apristurus australis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus breviventralis,NA
