Class,Superorder,Order,Family,Genus,species_binomial,EDGE Scientific name
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja andriashevi,Bathyraja andriashevi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja bergi,Bathyraja bergi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja brachyurops,Bathyraja brachyurops
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja cousseauae,Bathyraja cousseauae
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja diplotaenia,Bathyraja diplotaenia
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja eatonii,Bathyraja eatonii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja fedorovi,Bathyraja fedorovi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja griseocauda,Bathyraja griseocauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja hesperafricana,Bathyraja hesperafricana
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja interrupta,NA
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja irrasa,Bathyraja irrasa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja ishiharai,Bathyraja ishiharai
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja isotrachys,Bathyraja isotrachys
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja kincaidii,Bathyraja kincaidii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja leucomelanos,Bathyraja leucomelanos
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja lindbergi,Bathyraja lindbergi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja longicauda,Bathyraja longicauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja maccaini,Bathyraja maccaini
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja macloviana,Rhinoraja macloviana
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja maculata,Bathyraja maculata
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja magellanica,Rhinoraja magellanica
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja mariposa,Bathyraja mariposa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja matsubarai,Bathyraja matsubarai
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja meridionalis,Bathyraja meridionalis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja microtrachys,Bathyraja microtrachys
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja minispinosa,Bathyraja minispinosa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja multispinis,Rhinoraja multispinis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja murrayi,Rhinoraja murrayi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja pacifica,NA
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja pallida,Bathyraja pallida
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja panthera,Bathyraja panthera
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja papilionifera,Bathyraja papilionifera
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja parmifera,Bathyraja parmifera
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja peruana,Bathyraja peruana
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja richardsoni,Bathyraja richardsoni
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja scaphiops,Bathyraja scaphiops
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja schroederi,Bathyraja schroederi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja shuntovi,Bathyraja shuntovi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja smirnovi,Bathyraja smirnovi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja smithii,Bathyraja smithii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja spinicauda,Bathyraja spinicauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja spinosissima,Bathyraja spinosissima
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja taranetzi,Rhinoraja taranetzi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja trachouros,Bathyraja trachouros
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja trachura,Bathyraja trachura
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja tunae,Bathyraja tunae
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja tzinovskii,Bathyraja tzinovskii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja violacea,Bathyraja violacea
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja aenigma,Brochiraja aenigma
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja albilabiata,Brochiraja albilabiata
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja asperula,Brochiraja asperula
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja heuresa,Brochiraja heuresa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja leviveneta,Brochiraja leviveneta
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja microspinifera,Brochiraja microspinifera
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja spinifera,Brochiraja spinifera
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja vittacauda,Brochiraja vittacauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Insentiraja,Insentiraja laxipella,Insentiraja laxipella
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Insentiraja,Insentiraja subtilispinosa,Insentiraja subtilispinosa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Irolita,Irolita waitii,Irolita waitii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Irolita,Irolita westraliensis,Irolita westraliensis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja alisae,Notoraja alisae
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja azurea,Notoraja azurea
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja fijiensis,Notoraja fijiensis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja hirticauda,Notoraja hirticauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja inusitata,Notoraja inusitata
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja lira,Notoraja lira
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja longiventralis,Notoraja longiventralis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja martinezi,NA
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja ochroderma,Notoraja ochroderma
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja sapphira,Notoraja sapphira
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja sereti,NA
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja sticta,Notoraja sticta
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja tobitukai,Notoraja tobitukai
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja alleni,Pavoraja alleni
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja arenaria,Pavoraja arenaria
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja mosaica,Pavoraja mosaica
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja nitida,Pavoraja nitida
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja pseudonitida,Pavoraja pseudonitida
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja umbrosa,Pavoraja umbrosa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis bergi,Psammobatis bergi
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis extenta,Psammobatis extenta
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis lentiginosa,Psammobatis lentiginosa
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis normani,Psammobatis normani
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis rudis,Psammobatis rudis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis rutrum,Psammobatis rutrum
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis scobina,Psammobatis scobina
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Pseudoraja,Pseudoraja fischeri,Pseudoraja fischeri
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja kujiensis,Rhinoraja kujiensis
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja longicauda,Rhinoraja longicauda
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja odai,Rhinoraja odai
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Rioraja,Rioraja agassizii,Rioraja agassizii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia acuta,Sympterygia acuta
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia bonapartii,Sympterygia bonapartii
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia brevicaudata,Sympterygia brevicaudata
Elasmobranchii,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia lima,Sympterygia lima
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja andamanica,Cruriraja andamanica
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja atlantis,Cruriraja atlantis
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja cadenati,Cruriraja cadenati
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja durbanensis,Cruriraja durbanensis
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja hulleyi,Cruriraja hulleyi
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja parcomaculata,Cruriraja parcomaculata
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja poeyi,Cruriraja poeyi
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja rugosa,Cruriraja rugosa
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja atripinna,Fenestraja atripinna
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja cubensis,Fenestraja cubensis
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja ishiyamai,Fenestraja ishiyamai
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja maceachrani,Fenestraja maceachrani
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja mamillidens,Fenestraja mamillidens
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja plutonia,Fenestraja plutonia
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja sibogae,Fenestraja sibogae
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja sinusmexicanus,Fenestraja sinusmexicanus
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella atlantica,Gurgesiella atlantica
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella dorsalifera,Gurgesiella dorsalifera
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella furvescens,Gurgesiella furvescens
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja badia,
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja doellojuradoi,Amblyraja doellojuradoi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja frerichsi,Amblyraja frerichsi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja georgiana,Amblyraja georgiana
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja hyperborea,Amblyraja hyperborea
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja jenseni,Amblyraja jenseni
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja radiata,Amblyraja radiata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja reversa,Amblyraja reversa
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja taaf,Amblyraja taaf
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja binoculata,Beringraja binoculata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja cortezensis,Raja cortezensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja inornata,Raja inornata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja pulchra,Beringraja pulchra
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja rhina,Raja rhina
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja stellulata,Raja stellulata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Breviraja,Breviraja claramaculata,Breviraja claramaculata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Breviraja,Breviraja colesi,Breviraja colesi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Breviraja,Breviraja mouldi,Breviraja spinosa
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Breviraja,Breviraja nigriventralis,Breviraja nigriventralis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Breviraja,Breviraja spinosa,Breviraja spinosa
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dactylobatus,Dactylobatus armatus,Dactylobatus armatus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dactylobatus,Dactylobatus clarkii,Dactylobatus clarkii
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dentiraja,Dentiraja flindersi,Dentiraja flindersi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dentiraja,Dentiraja lemprieri,Dentiraja lemprieri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dentiraja,Dentiraja oculus,Dipturus oculus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja australis,Dipturus australis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja cerva,Dipturus cerva
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja confusa,Dipturus confusus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja endeavouri,Dipturus endeavouri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja falloarga,Dipturus falloargus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja healdi,Dipturus healdi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dentiraja polyommata,Dipturus polyommata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus acrobelus,Dipturus acrobelus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus amphispinus,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus apricus,Dipturus apricus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus argentinensis,Zearaja argentinensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus batis,Dipturus batis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus brevicaudatus,Zearaja chilensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus bullisi,Dipturus bullisi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus campbelli,Dipturus campbelli
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus canutus,Dipturus canutus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus chilensis,Zearaja chilensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus chinensis,Raja chinensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus crosnieri,Dipturus crosnieri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus doutrei,Dipturus doutrei
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus ecuadoriensis,Dipturus ecuadoriensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus garricki,Dipturus garricki
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus gigas,Dipturus gigas
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus grahamorum,Dipturus grahami
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus gudgeri,Dipturus gudgeri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus innominatus,Dipturus innominatus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus intermedius,Dipturus intermedia
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus johannisdavisi,Dipturus johannisdavesi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus kwangtungensis,Dipturus kwangtungensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus laevis,Dipturus laevis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus lamillai,Zearaja chilensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus lanceorostratus,Dipturus lanceorostratus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus leptocaudus,Dipturus leptocaudus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus macrocauda,Dipturus macrocauda
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus maugeanus,Zearaja maugeana
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus melanospilus,Dipturus melanospilus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus mennii,Dipturus mennii
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus nasutus,Zearaja nasutus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus nidarosiensis,Dipturus nidarosiensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus olseni,Dipturus olseni
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus oregoni,Dipturus oregoni
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus oxyrinchus,Dipturus oxyrinchus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus pullopunctatus,Dipturus pullopunctata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus queenslandicus,Dipturus queenslandicus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus springeri,Dipturus springeri
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus stenorhynchus,Dipturus stenorhynchus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus teevani,Dipturus teevani
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus tengu,Dipturus tengu
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus trachydermus,Dipturus trachydermus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus wengi,Dipturus wengi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus wuhanlingi,Dipturus wuhanlingi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Hongeo,Hongeo koreana,Hongeo koreana
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja circularis,Leucoraja circularis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja compagnoi,Leucoraja compagnoi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja elaineae,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja erinacea,Leucoraja erinacea
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja fullonica,Leucoraja fullonica
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja garmani,Leucoraja garmani
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja lentiginosa,Leucoraja lentiginosa
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja leucosticta,Leucoraja leucosticta
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja melitensis,Leucoraja melitensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja naevus,Leucoraja naevus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja ocellata,Leucoraja ocellata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja pristispina,Leucoraja pristispina
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja wallacei,Leucoraja wallacei
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja yucatanensis,Leucoraja yucatanensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Malacoraja,Malacoraja kreffti,Malacoraja kreffti
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Malacoraja,Malacoraja obscura,Malacoraja obscura
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Malacoraja,Malacoraja senta,Malacoraja senta
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Malacoraja,Malacoraja spinacidermis,Malacoraja spinacidermis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja africana,Neoraja africana
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja caerulea,Neoraja caerulea
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja carolinensis,Neoraja carolinensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja iberica,Neoraja iberica
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja stehmanni,Neoraja stehmanni
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei acutispina,Okamejei acutispina
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei arafurensis,Okamejei arafurensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei boesemani,Okamejei boesemani
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei cairae,Okamejei cairae
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei heemstrai,Okamejei heemstrai
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei hollandi,Okamejei hollandi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei kenojei,Okamejei kenojei
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei leptoura,Okamejei leptoura
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei meerdervoortii,Okamejei meerdervoortii
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei mengae,Okamejei mengae
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei ornata,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei schmidti,Okamejei schmidti
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Okamejei,Raja pita,Okamejei pita
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Orbiraja,Orbiraja jensenae,Okamejei jensenae
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Orbiraja,Orbiraja philipi,Okamejei philipi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Orbiraja,Orbiraja powelli,Okamejei powelli
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja asterias,Raja asterias
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja brachyura,Raja brachyura
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja clavata,Raja clavata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja herwigi,Raja herwigi
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja maderensis,Raja maderensis
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja microocellata,Raja microocellata
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja miraletus,Raja miraletus
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja montagui,Raja montagui
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja ocellifera,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja parva,NA
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja polystigma,Raja polystigma
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja radula,Raja radula
Elasmobranchii,Batoidea,Rajiformes,Rajidae,Raja,Raja straeleni,Raja straeleni
