,year_t,exporter_i,importer_j,hscode_k,value_v,quantity_q,hs,product
1,2012,8,191,30282,0.25,0.062,HS12,meat
2,2012,8,688,30282,0.228,0.062,HS12,meat
3,2012,32,12,30382,12.521,2.489,HS12,meat
4,2012,32,56,30382,450.03,127.273,HS12,meat
5,2012,32,156,30381,56.203,23.536,HS12,meat
6,2012,32,156,30382,2393.057,1966.661,HS12,meat
7,2012,32,208,30382,0.244,0.084,HS12,meat
8,2012,32,251,30382,2537.768,876.328,HS12,meat
9,2012,32,258,30382,1.153,0.2,HS12,meat
10,2012,32,344,30381,47.859,16.574,HS12,meat
11,2012,32,380,30282,20.558,3.808,HS12,meat
12,2012,32,380,30381,373.405,158.76,HS12,meat
13,2012,32,392,30381,540.378,2.528,HS12,meat
14,2012,32,392,30382,306.546,153.273,HS12,meat
15,2012,32,410,30382,15744.95,6716.844,HS12,meat
16,2012,32,440,30381,0.635,1.056,HS12,meat
17,2012,32,440,30382,1.129,1.675,HS12,meat
18,2012,32,480,30382,4.107,           NA,HS12,meat
19,2012,32,616,30382,50.907,2.656,HS12,meat
20,2012,32,620,30382,32.015,10.852,HS12,meat
21,2012,32,643,30381,1.129,1.529,HS12,meat
22,2012,32,643,30382,3.221,2.244,HS12,meat
23,2012,32,702,30381,179.655,39.88,HS12,meat
24,2012,32,704,30382,95.957,112.914,HS12,meat
25,2012,32,705,30382,0.702,0.165,HS12,meat
26,2012,32,724,30381,6.421,3.367,HS12,meat
27,2012,32,724,30382,106.314,53.546,HS12,meat
28,2012,32,842,30382,0.095,0.05,HS12,meat
29,2012,32,858,30282,60.101,66.892,HS12,meat
30,2012,36,124,30381,24.212,4.272,HS12,meat
31,2012,36,124,30382,151.691,18.794,HS12,meat
32,2012,36,344,30381,78.261,6.752,HS12,meat
33,2012,36,702,30282,0.249,0.02,HS12,meat
34,2012,40,276,30281,0.238,0.038,HS12,meat
35,2012,40,276,30381,0.19,0.03,HS12,meat
36,2012,40,348,30282,1.4,0.189,HS12,meat
37,2012,40,380,30281,0.096,0.015,HS12,meat
38,2012,40,616,30281,0.039,0.006,HS12,meat
39,2012,40,616,30381,0.068,0.01,HS12,meat
40,2012,40,642,30281,0.536,0.045,HS12,meat
41,2012,40,703,30281,0.037,0.006,HS12,meat
42,2012,50,156,30382,6.606,5.97,HS12,meat
43,2012,50,344,30381,66.076,3.86,HS12,meat
44,2012,50,702,30282,0.077,0.02,HS12,meat
45,2012,56,208,30382,0.086,0.02,HS12,meat
46,2012,56,251,30281,45.39,27.897,HS12,meat
47,2012,56,251,30282,85.017,10.605,HS12,meat
48,2012,56,251,30381,19.671,3.19,HS12,meat
49,2012,56,251,30382,86.025,10.093,HS12,meat
50,2012,56,276,30281,0.206,1.281,HS12,meat
51,2012,56,276,30282,10.609,0.877,HS12,meat
52,2012,56,276,30382,1.56,0.356,HS12,meat
53,2012,56,372,30282,0.138,0.001,HS12,meat
54,2012,56,380,30281,15.434,0.15,HS12,meat
55,2012,56,380,30282,8.594,0.931,HS12,meat
56,2012,56,428,30381,0.34,0.06,HS12,meat
57,2012,56,440,30382,0.041,0.01,HS12,meat
58,2012,56,442,30281,3.755,0.533,HS12,meat
59,2012,56,442,30282,34.191,0.61,HS12,meat
60,2012,56,442,30381,1.141,0.157,HS12,meat
61,2012,56,528,30281,45.347,148.23,HS12,meat
62,2012,56,528,30282,920.291,264.106,HS12,meat
63,2012,56,528,30381,89.85,2.34,HS12,meat
64,2012,56,616,30382,0.206,0.052,HS12,meat
65,2012,56,826,30282,16.057,6.893,HS12,meat
66,2012,70,499,30381,10.137,3.297,HS12,meat
67,2012,76,410,30382,3790.853,1108.171,HS12,meat
68,2012,76,620,30381,1.48,0.57,HS12,meat
69,2012,76,702,30381,23.939,22,HS12,meat
70,2012,76,724,30381,14.981,4.556,HS12,meat
71,2012,76,764,30382,54.595,1.42,HS12,meat
72,2012,76,842,30281,73.299,14.263,HS12,meat
73,2012,84,188,30381,816.134,864.387,HS12,meat
74,2012,84,724,30381,1456.352,842.252,HS12,meat
75,2012,84,858,30381,268.287,305.323,HS12,meat
76,2012,86,702,30381,15.223,9,HS12,meat
77,2012,100,276,30381,0.273,0.072,HS12,meat
78,2012,100,300,30281,9.179,16.397,HS12,meat
79,2012,100,300,30381,1.329,0.776,HS12,meat
80,2012,100,642,30281,1.067,0.109,HS12,meat
81,2012,104,702,30381,67.621,27.83,HS12,meat
82,2012,104,764,30381,22.35,           NA,HS12,meat
83,2012,112,643,30381,216.6,58.781,HS12,meat
84,2012,124,56,30381,281.188,66.75,HS12,meat
85,2012,124,156,30381,0.699,0.256,HS12,meat
86,2012,124,156,30382,85.994,59.314,HS12,meat
87,2012,124,251,30281,132.816,17.013,HS12,meat
88,2012,124,251,30381,90.163,32.512,HS12,meat
89,2012,124,251,30382,178.189,44.88,HS12,meat
90,2012,124,276,30381,231.394,60.06,HS12,meat
91,2012,124,344,30381,0.683,0.29,HS12,meat
92,2012,124,380,30281,8.49,1.02,HS12,meat
93,2012,124,392,30381,57.252,13.324,HS12,meat
94,2012,124,410,30382,1892.155,305.437,HS12,meat
95,2012,124,704,30381,8.835,2.25,HS12,meat
96,2012,124,704,30382,50.385,30.112,HS12,meat
97,2012,124,764,30381,267.927,17.81,HS12,meat
98,2012,124,826,30281,38.766,5.752,HS12,meat
99,2012,124,826,30381,378.846,65.256,HS12,meat
100,2012,124,842,30281,35.929,10.631,HS12,meat
101,2012,124,842,30282,2.224,0.511,HS12,meat
102,2012,124,842,30381,63.474,44.988,HS12,meat
103,2012,124,842,30382,48.042,26.217,HS12,meat
104,2012,132,620,30381,133.896,85.219,HS12,meat
105,2012,144,348,30281,0.032,0.004,HS12,meat
106,2012,144,348,30282,0.035,0.004,HS12,meat
107,2012,144,702,30281,0.027,0.006,HS12,meat
108,2012,144,702,30282,0.073,0.02,HS12,meat
109,2012,144,702,30381,20.899,26.7,HS12,meat
110,2012,144,757,30381,0.425,0.075,HS12,meat
111,2012,152,124,30381,102.707,18.013,HS12,meat
112,2012,152,410,30382,8007.364,1912.392,HS12,meat
113,2012,152,604,30381,26.879,24.979,HS12,meat
114,2012,156,12,30381,92.37,59.335,HS12,meat
115,2012,156,36,30381,99,9,HS12,meat
116,2012,156,76,30381,596.942,352.888,HS12,meat
117,2012,156,144,30381,193.347,11.718,HS12,meat
118,2012,156,196,30381,98,10,HS12,meat
119,2012,156,242,30281,2.063,5.968,HS12,meat
120,2012,156,242,30381,45.606,125.758,HS12,meat
121,2012,156,251,30381,12.684,5,HS12,meat
122,2012,156,276,30281,0.044,0.01,HS12,meat
123,2012,156,344,30381,65.916,10.961,HS12,meat
124,2012,156,392,30381,3710.982,56.657,HS12,meat
125,2012,156,392,30382,5224.209,1324.101,HS12,meat
126,2012,156,410,30282,1563.683,421.822,HS12,meat
127,2012,156,410,30381,836.492,198.727,HS12,meat
128,2012,156,410,30382,339.585,74.29,HS12,meat
129,2012,156,484,30381,0.195,0.116,HS12,meat
130,2012,156,484,30382,0.197,0.116,HS12,meat
131,2012,156,490,30381,10149.187,700.687,HS12,meat
132,2012,156,702,30381,37.277,17.781,HS12,meat
133,2012,156,704,30381,1128.01,238.461,HS12,meat
134,2012,156,704,30382,176.4,28,HS12,meat
135,2012,156,724,30381,116.962,78.788,HS12,meat
136,2012,156,764,30381,124.573,20.573,HS12,meat
137,2012,156,858,30381,247.688,310.211,HS12,meat
138,2012,170,344,30381,99.335,10.386,HS12,meat
139,2012,170,702,30381,0.296,0.51,HS12,meat
140,2012,188,76,30381,153.634,33.021,HS12,meat
141,2012,188,170,30381,27.375,24,HS12,meat
142,2012,188,320,30381,76.709,40.881,HS12,meat
143,2012,188,344,30381,278.126,44.667,HS12,meat
144,2012,188,484,30381,2025.252,821.119,HS12,meat
145,2012,188,490,30381,81.25,25,HS12,meat
146,2012,188,842,30281,9.918,1.434,HS12,meat
147,2012,188,842,30381,24.992,9.994,HS12,meat
148,2012,191,70,30281,0.257,0.024,HS12,meat
149,2012,191,276,30281,0.246,0.04,HS12,meat
150,2012,191,276,30282,0.065,0.019,HS12,meat
151,2012,191,380,30281,83.758,20.829,HS12,meat
152,2012,191,380,30282,94.795,20.093,HS12,meat
153,2012,191,499,30282,0.135,0.022,HS12,meat
154,2012,191,499,30382,0.742,0.123,HS12,meat
155,2012,191,688,30281,1.977,0.184,HS12,meat
156,2012,191,688,30282,0.378,0.049,HS12,meat
157,2012,191,688,30381,3.131,0.902,HS12,meat
158,2012,191,705,30281,4.163,0.292,HS12,meat
159,2012,191,705,30282,2.008,0.21,HS12,meat
160,2012,196,300,30381,3.427,0.737,HS12,meat
161,2012,203,703,30281,2.807,0.561,HS12,meat
162,2012,203,703,30282,0.763,0.055,HS12,meat
163,2012,203,703,30381,75.595,41.098,HS12,meat
164,2012,208,40,30281,0.382,0.08,HS12,meat
165,2012,208,40,30282,0.192,0.025,HS12,meat
166,2012,208,40,30381,1.554,0.43,HS12,meat
167,2012,208,40,30382,0.557,0.12,HS12,meat
168,2012,208,56,30281,68.422,12.478,HS12,meat
169,2012,208,56,30282,2.367,0.365,HS12,meat
170,2012,208,56,30381,0.329,0.061,HS12,meat
171,2012,208,203,30281,0.239,0.031,HS12,meat
172,2012,208,246,30281,0.029,0.011,HS12,meat
173,2012,208,246,30381,0.101,0.03,HS12,meat
174,2012,208,251,30281,42.836,6.958,HS12,meat
175,2012,208,251,30282,17.229,1.086,HS12,meat
176,2012,208,251,30381,0.347,0.105,HS12,meat
177,2012,208,268,30381,0.15,0.04,HS12,meat
178,2012,208,276,30281,36.545,11.49,HS12,meat
179,2012,208,276,30282,38.615,2.078,HS12,meat
180,2012,208,276,30381,8.394,6.12,HS12,meat
181,2012,208,276,30382,0.349,0.118,HS12,meat
182,2012,208,348,30281,1.912,0.097,HS12,meat
183,2012,208,348,30382,16.935,9.944,HS12,meat
184,2012,208,380,30281,907.193,80.381,HS12,meat
185,2012,208,380,30282,4.024,0.822,HS12,meat
186,2012,208,380,30381,76.382,17.348,HS12,meat
187,2012,208,380,30382,1.692,9.734,HS12,meat
188,2012,208,428,30281,0.118,0.036,HS12,meat
189,2012,208,440,30381,5.315,1.68,HS12,meat
190,2012,208,528,30281,5.843,2.763,HS12,meat
191,2012,208,528,30282,2.085,1.572,HS12,meat
192,2012,208,528,30381,0.369,0.1,HS12,meat
193,2012,208,579,30281,0.396,0.129,HS12,meat
194,2012,208,579,30381,31.294,6.502,HS12,meat
195,2012,208,616,30281,0.021,0.002,HS12,meat
196,2012,208,616,30282,0.008,0.001,HS12,meat
197,2012,208,616,30382,0.105,0.024,HS12,meat
198,2012,208,620,30381,1.164,0.24,HS12,meat
199,2012,208,688,30281,0.269,0.012,HS12,meat
200,2012,208,705,30381,2.257,0.5,HS12,meat
201,2012,208,705,30382,0.681,0.154,HS12,meat
202,2012,208,724,30281,1.204,0.5,HS12,meat
203,2012,208,724,30282,0.073,0.012,HS12,meat
204,2012,208,724,30381,51.875,23.96,HS12,meat
205,2012,208,724,30382,15.291,11.156,HS12,meat
206,2012,208,752,30281,0.365,0.329,HS12,meat
207,2012,208,752,30282,1.487,0.465,HS12,meat
208,2012,208,752,30381,0.705,0.106,HS12,meat
209,2012,208,807,30381,0.111,0.025,HS12,meat
210,2012,208,826,30281,251.064,120,HS12,meat
211,2012,208,826,30282,614.605,156.158,HS12,meat
212,2012,208,826,30381,156.015,108,HS12,meat
213,2012,208,826,30382,7.422,0.8,HS12,meat
214,2012,218,251,30281,1.634,0.218,HS12,meat
215,2012,218,604,30281,212.649,1908.666,HS12,meat
216,2012,218,604,30282,22.61,206.7,HS12,meat
217,2012,218,724,30381,115.786,57.21,HS12,meat
218,2012,233,428,30382,0.615,0.06,HS12,meat
219,2012,233,724,30382,30.59,14.376,HS12,meat
220,2012,238,528,30382,1.561,0.655,HS12,meat
221,2012,238,724,30382,766.404,394.172,HS12,meat
222,2012,242,156,30281,25.221,30.494,HS12,meat
223,2012,242,156,30381,28.092,24.992,HS12,meat
224,2012,242,344,30381,17.656,0.471,HS12,meat
225,2012,242,360,30381,6.362,8.5,HS12,meat
226,2012,242,410,30381,10.947,11.996,HS12,meat
227,2012,242,490,30281,99.018,188.64,HS12,meat
228,2012,242,490,30381,44.513,60.883,HS12,meat
229,2012,246,643,30281,0.873,0.02,HS12,meat
230,2012,246,643,30282,0.431,0.029,HS12,meat
231,2012,246,752,30281,2.528,0.28,HS12,meat
232,2012,251,36,30381,3.242,0.012,HS12,meat
233,2012,251,40,30281,3.24,0.562,HS12,meat
234,2012,251,40,30282,17.51,3.246,HS12,meat
235,2012,251,40,30381,0.366,0.038,HS12,meat
236,2012,251,56,30281,175.652,26.662,HS12,meat
237,2012,251,56,30282,339.905,39.264,HS12,meat
238,2012,251,56,30381,90.794,19.9,HS12,meat
239,2012,251,56,30382,28.575,4.948,HS12,meat
240,2012,251,191,30282,12.118,0.637,HS12,meat
241,2012,251,203,30281,1.624,0.239,HS12,meat
242,2012,251,203,30282,1.48,0.203,HS12,meat
243,2012,251,208,30281,25.041,6.032,HS12,meat
244,2012,251,208,30381,108.248,28.645,HS12,meat
245,2012,251,208,30382,110.622,22.58,HS12,meat
246,2012,251,276,30281,55.509,13.474,HS12,meat
247,2012,251,276,30282,134.013,15.298,HS12,meat
248,2012,251,276,30381,0.103,0.011,HS12,meat
249,2012,251,276,30382,6.136,0.626,HS12,meat
250,2012,251,348,30281,0.344,0.035,HS12,meat
251,2012,251,348,30282,0.904,0.106,HS12,meat
252,2012,251,372,30281,42.598,2.243,HS12,meat
253,2012,251,372,30282,0.096,0.012,HS12,meat
254,2012,251,380,30281,7862.51,1369.548,HS12,meat
255,2012,251,380,30282,594.029,83.214,HS12,meat
256,2012,251,380,30381,116.181,14.032,HS12,meat
257,2012,251,380,30382,2.391,0.097,HS12,meat
258,2012,251,392,30382,7.154,0.557,HS12,meat
259,2012,251,398,30282,0.284,           NA,HS12,meat
260,2012,251,410,30382,46.022,21.628,HS12,meat
261,2012,251,428,30281,0.055,0.006,HS12,meat
262,2012,251,428,30282,1.892,0.19,HS12,meat
263,2012,251,442,30281,16.939,3.162,HS12,meat
264,2012,251,442,30282,57.837,8.483,HS12,meat
265,2012,251,442,30381,3.967,0.308,HS12,meat
266,2012,251,442,30382,4.254,0.162,HS12,meat
267,2012,251,480,30282,0.051,0.006,HS12,meat
268,2012,251,528,30281,140.163,77.13,HS12,meat
269,2012,251,528,30282,53.661,11.67,HS12,meat
270,2012,251,616,30281,6.428,1.478,HS12,meat
271,2012,251,620,30281,70.058,13.123,HS12,meat
272,2012,251,620,30282,1.803,0.267,HS12,meat
273,2012,251,642,30281,0.149,0.02,HS12,meat
274,2012,251,642,30282,0.528,0.078,HS12,meat
275,2012,251,643,30281,18.803,1.381,HS12,meat
276,2012,251,643,30282,48.725,3.796,HS12,meat
277,2012,251,702,30282,1.033,0.13,HS12,meat
278,2012,251,704,30382,184.974,14.228,HS12,meat
279,2012,251,705,30281,0.305,0.024,HS12,meat
280,2012,251,705,30282,0.387,0.047,HS12,meat
281,2012,251,705,30382,0.05,0.011,HS12,meat
282,2012,251,724,30281,231.559,36.54,HS12,meat
283,2012,251,724,30282,65.26,8.157,HS12,meat
284,2012,251,724,30381,42.544,8.602,HS12,meat
285,2012,251,724,30382,22.214,6.238,HS12,meat
286,2012,251,757,30281,1.014,0.073,HS12,meat
287,2012,251,757,30282,1.812,0.064,HS12,meat
288,2012,251,757,30381,2.196,0.02,HS12,meat
289,2012,251,757,30382,2.493,0.249,HS12,meat
290,2012,251,784,30282,0.931,0.076,HS12,meat
291,2012,251,804,30381,5.161,3.045,HS12,meat
292,2012,251,826,30281,14.943,4.345,HS12,meat
293,2012,251,826,30282,10.721,1.785,HS12,meat
294,2012,251,826,30381,19.193,7.108,HS12,meat
295,2012,251,826,30382,21.778,14.679,HS12,meat
296,2012,258,702,30381,7.872,5.38,HS12,meat
297,2012,260,251,30382,71.609,31.574,HS12,meat
298,2012,270,76,30381,152.716,74.998,HS12,meat
299,2012,270,344,30381,663.242,39.403,HS12,meat
300,2012,270,702,30381,6.887,8.64,HS12,meat
301,2012,270,858,30381,257.607,265.637,HS12,meat
302,2012,276,40,30281,4.79,0.059,HS12,meat
303,2012,276,40,30282,0.605,0.045,HS12,meat
304,2012,276,40,30381,5.79,1.808,HS12,meat
305,2012,276,40,30382,0.09,0.006,HS12,meat
306,2012,276,56,30281,12.277,2.837,HS12,meat
307,2012,276,56,30282,0.341,0.011,HS12,meat
308,2012,276,56,30381,43.998,8.095,HS12,meat
309,2012,276,203,30282,0.509,0.038,HS12,meat
310,2012,276,208,30281,1.301,0.606,HS12,meat
311,2012,276,208,30282,0.26,0.166,HS12,meat
312,2012,276,208,30381,17.278,1.768,HS12,meat
313,2012,276,233,30282,0.132,0.006,HS12,meat
314,2012,276,251,30281,0.104,0.032,HS12,meat
315,2012,276,251,30282,0.133,0.025,HS12,meat
316,2012,276,300,30281,14.618,1.28,HS12,meat
317,2012,276,300,30381,51.093,13.104,HS12,meat
318,2012,276,348,30281,0.063,0.006,HS12,meat
319,2012,276,348,30282,0.105,0.006,HS12,meat
320,2012,276,348,30381,0.278,0.1,HS12,meat
321,2012,276,348,30382,4.528,0.518,HS12,meat
322,2012,276,380,30381,9.335,3.456,HS12,meat
323,2012,276,428,30282,0.105,0.009,HS12,meat
324,2012,276,528,30281,2.88,1.432,HS12,meat
325,2012,276,528,30282,23.183,15.514,HS12,meat
326,2012,276,528,30381,7.209,0.213,HS12,meat
327,2012,276,616,30281,1.484,0.122,HS12,meat
328,2012,276,616,30282,2.065,0.15,HS12,meat
329,2012,276,616,30381,49.181,10.764,HS12,meat
330,2012,276,703,30381,3.875,0.861,HS12,meat
331,2012,276,724,30382,1.209,0.255,HS12,meat
332,2012,276,752,30381,0.134,0.03,HS12,meat
333,2012,276,757,30381,0.43,0.09,HS12,meat
334,2012,288,76,30381,116.594,52.883,HS12,meat
335,2012,288,344,30381,190.63,11.314,HS12,meat
336,2012,288,410,30381,11.435,7.682,HS12,meat
337,2012,288,620,30381,66.459,54.071,HS12,meat
338,2012,288,702,30381,22.208,21.97,HS12,meat
339,2012,288,724,30381,75.54,42.955,HS12,meat
340,2012,288,858,30381,248.61,270.403,HS12,meat
341,2012,300,8,30381,24.982,11.317,HS12,meat
342,2012,300,40,30381,0.44,0.151,HS12,meat
343,2012,300,100,30281,3.618,0.66,HS12,meat
344,2012,300,100,30282,2.662,1.098,HS12,meat
345,2012,300,100,30381,0.261,0.142,HS12,meat
346,2012,300,100,30382,0.314,0.06,HS12,meat
347,2012,300,191,30282,0.476,0.024,HS12,meat
348,2012,300,196,30381,43.881,18.101,HS12,meat
349,2012,300,276,30282,21.801,2.217,HS12,meat
350,2012,300,276,30381,3.162,0.442,HS12,meat
351,2012,300,276,30382,495.071,70.546,HS12,meat
352,2012,300,380,30281,19.408,1.617,HS12,meat
353,2012,300,380,30282,0.92,0.21,HS12,meat
354,2012,300,380,30381,0.205,0.02,HS12,meat
355,2012,300,642,30281,4.123,0.721,HS12,meat
356,2012,300,642,30282,1.786,0.555,HS12,meat
357,2012,300,642,30382,0.129,0.04,HS12,meat
358,2012,300,688,30281,1.294,0.176,HS12,meat
359,2012,300,688,30282,0.047,0.016,HS12,meat
360,2012,300,724,30281,17.142,3.168,HS12,meat
361,2012,300,724,30381,0.553,0.287,HS12,meat
362,2012,300,807,30281,0.77,0.34,HS12,meat
363,2012,300,807,30381,19.692,4.369,HS12,meat
364,2012,328,842,30382,25.414,26.076,HS12,meat
365,2012,340,124,30281,32.448,8.945,HS12,meat
366,2012,344,124,30381,234.688,38.42,HS12,meat
367,2012,344,156,30381,96.955,21.333,HS12,meat
368,2012,344,360,30381,303.568,22.58,HS12,meat
369,2012,344,392,30381,21.318,0.284,HS12,meat
370,2012,344,410,30381,1307.817,20.04,HS12,meat
371,2012,344,446,30381,725.443,45.641,HS12,meat
372,2012,344,446,30382,2.218,0.2,HS12,meat
373,2012,344,458,30381,10.572,0.164,HS12,meat
374,2012,344,490,30381,1435.667,112.941,HS12,meat
375,2012,344,608,30381,49.684,6.752,HS12,meat
376,2012,344,702,30381,6.895,11.137,HS12,meat
377,2012,344,704,30381,278.739,83.802,HS12,meat
378,2012,344,842,30281,231.164,49.042,HS12,meat
379,2012,344,842,30381,14.979,2.104,HS12,meat
380,2012,348,40,30381,5.46,1.109,HS12,meat
381,2012,348,642,30281,0.041,0.004,HS12,meat
382,2012,348,642,30381,6.787,1.088,HS12,meat
383,2012,348,703,30381,0.114,0.022,HS12,meat
384,2012,348,705,30381,0.018,0.011,HS12,meat
385,2012,348,826,30281,0.007,0.002,HS12,meat
386,2012,352,12,30382,69.68,26.98,HS12,meat
387,2012,352,20,30381,1.421,0.3,HS12,meat
388,2012,352,56,30382,47.365,10.12,HS12,meat
389,2012,352,156,30381,0.41,0.015,HS12,meat
390,2012,352,156,30382,25.999,23.937,HS12,meat
391,2012,352,170,30381,4.397,6.5,HS12,meat
392,2012,352,208,30281,0.274,0.12,HS12,meat
393,2012,352,208,30282,0.034,0.011,HS12,meat
394,2012,352,251,30281,4.6,7.472,HS12,meat
395,2012,352,251,30382,238.554,37.96,HS12,meat
396,2012,352,410,30382,0.01,0.002,HS12,meat
397,2012,352,428,30381,0.759,0.046,HS12,meat
398,2012,352,528,30281,7.818,0.558,HS12,meat
399,2012,352,702,30382,3.629,1.871,HS12,meat
400,2012,352,826,30281,85.143,45.798,HS12,meat
401,2012,352,826,30282,14.862,22.128,HS12,meat
402,2012,360,12,30381,39.551,22.25,HS12,meat
403,2012,360,156,30381,226.147,129.603,HS12,meat
404,2012,360,156,30382,0.108,0.106,HS12,meat
405,2012,360,188,30381,18.523,20,HS12,meat
406,2012,360,246,30381,0.222,0.02,HS12,meat
407,2012,360,251,30381,18.201,11.676,HS12,meat
408,2012,360,344,30381,287.951,99.344,HS12,meat
409,2012,360,392,30381,1512.712,7.222,HS12,meat
410,2012,360,400,30381,59.805,27,HS12,meat
411,2012,360,410,30382,130.781,51.83,HS12,meat
412,2012,360,458,30282,967.106,774.812,HS12,meat
413,2012,360,458,30381,5.14,14,HS12,meat
414,2012,360,490,30281,2.62,5.822,HS12,meat
415,2012,360,490,30381,83.644,120.002,HS12,meat
416,2012,360,554,30282,34.037,34.307,HS12,meat
417,2012,360,604,30381,514.777,99.267,HS12,meat
418,2012,360,620,30381,106.466,48.146,HS12,meat
419,2012,360,643,30381,230.467,100.925,HS12,meat
420,2012,360,702,30282,908.542,49.264,HS12,meat
421,2012,360,702,30381,15.976,5.26,HS12,meat
422,2012,360,702,30382,21.082,4.721,HS12,meat
423,2012,360,704,30381,146.49,132.145,HS12,meat
424,2012,360,764,30282,0.867,0.11,HS12,meat
425,2012,360,764,30381,456.681,221.899,HS12,meat
426,2012,360,764,30382,0.288,0.238,HS12,meat
427,2012,360,826,30381,50.732,21.97,HS12,meat
428,2012,372,56,30281,59.13,17.291,HS12,meat
429,2012,372,56,30282,47.237,7.682,HS12,meat
430,2012,372,251,30281,50.432,9.867,HS12,meat
431,2012,372,251,30282,624.334,168.87,HS12,meat
432,2012,372,276,30281,0.566,0.124,HS12,meat
433,2012,372,470,30281,1.738,0.117,HS12,meat
434,2012,372,528,30282,10.785,0.711,HS12,meat
435,2012,372,724,30281,197.006,44.721,HS12,meat
436,2012,372,724,30282,98.614,23.118,HS12,meat
437,2012,372,826,30281,49.305,79.738,HS12,meat
438,2012,372,826,30282,9.689,45.536,HS12,meat
439,2012,380,40,30281,1.739,0.401,HS12,meat
440,2012,380,40,30282,0.064,0.005,HS12,meat
441,2012,380,40,30381,2.896,0.329,HS12,meat
442,2012,380,56,30282,15.149,1.677,HS12,meat
443,2012,380,56,30381,6.785,0.618,HS12,meat
444,2012,380,70,30281,0.107,0.006,HS12,meat
445,2012,380,100,30281,6.673,1.366,HS12,meat
446,2012,380,124,30281,1.241,0.515,HS12,meat
447,2012,380,124,30282,0.057,0.012,HS12,meat
448,2012,380,191,30281,2.185,0.146,HS12,meat
449,2012,380,191,30282,7.383,0.366,HS12,meat
450,2012,380,203,30281,1.212,0.279,HS12,meat
451,2012,380,203,30282,0.32,0.033,HS12,meat
452,2012,380,203,30381,1.395,0.52,HS12,meat
453,2012,380,208,30281,3.635,1.206,HS12,meat
454,2012,380,208,30381,8.247,0.536,HS12,meat
455,2012,380,246,30381,13.447,1.002,HS12,meat
456,2012,380,251,30281,2.007,0.185,HS12,meat
457,2012,380,251,30282,1.443,0.357,HS12,meat
458,2012,380,251,30381,20.115,5.95,HS12,meat
459,2012,380,251,30382,0.017,0.005,HS12,meat
460,2012,380,276,30281,20.527,0.727,HS12,meat
461,2012,380,276,30282,0.062,0.01,HS12,meat
462,2012,380,276,30381,4.038,0.869,HS12,meat
463,2012,380,276,30382,9.617,0.902,HS12,meat
464,2012,380,300,30281,30.217,2.772,HS12,meat
465,2012,380,300,30282,0.617,0.26,HS12,meat
466,2012,380,300,30381,127.507,50.389,HS12,meat
467,2012,380,348,30281,3.108,1.026,HS12,meat
468,2012,380,348,30282,0.233,0.015,HS12,meat
469,2012,380,348,30381,9.282,3.252,HS12,meat
470,2012,380,372,30381,0.563,0.125,HS12,meat
471,2012,380,470,30281,45.847,10.528,HS12,meat
472,2012,380,470,30381,27.116,19.047,HS12,meat
473,2012,380,528,30281,17.145,2.34,HS12,meat
474,2012,380,566,30382,9.485,1.815,HS12,meat
475,2012,380,616,30281,0.606,0.065,HS12,meat
476,2012,380,620,30281,491.862,75.038,HS12,meat
477,2012,380,642,30281,203.116,56.908,HS12,meat
478,2012,380,642,30282,0.042,0.01,HS12,meat
479,2012,380,642,30381,6.427,4.517,HS12,meat
480,2012,380,688,30281,14.41,0.613,HS12,meat
481,2012,380,705,30281,25.795,1.372,HS12,meat
482,2012,380,705,30282,0.63,0.126,HS12,meat
483,2012,380,705,30381,12.633,6.332,HS12,meat
484,2012,380,705,30382,0.091,0.011,HS12,meat
485,2012,380,724,30281,19.722,3.419,HS12,meat
486,2012,380,724,30381,95.672,18.464,HS12,meat
487,2012,380,724,30382,0.327,0.047,HS12,meat
488,2012,380,752,30381,0.919,0.124,HS12,meat
489,2012,380,757,30282,0.038,0.002,HS12,meat
490,2012,380,757,30381,1.475,0.302,HS12,meat
491,2012,380,804,30281,107.515,7.363,HS12,meat
492,2012,380,818,30381,82.009,20.648,HS12,meat
493,2012,380,826,30281,1.607,0.5,HS12,meat
494,2012,392,76,30381,842.49,295.325,HS12,meat
495,2012,392,170,30381,113.39,102.867,HS12,meat
496,2012,392,344,30381,1280.777,69.305,HS12,meat
497,2012,392,360,30281,67.665,21.1,HS12,meat
498,2012,392,360,30381,21.997,102.058,HS12,meat
499,2012,392,410,30282,2686.506,505,HS12,meat
500,2012,392,410,30381,183.597,106.087,HS12,meat
501,2012,392,410,30382,317.732,78.665,HS12,meat
502,2012,392,480,30381,13.33,52.969,HS12,meat
503,2012,392,554,30381,4.385,2.126,HS12,meat
504,2012,392,604,30381,766.529,393.452,HS12,meat
505,2012,392,686,30381,27.135,31.062,HS12,meat
506,2012,392,702,30281,0.943,0.009,HS12,meat
507,2012,392,702,30282,4.02,0.1,HS12,meat
508,2012,392,702,30381,91.25,34.011,HS12,meat
509,2012,392,702,30382,1.004,0.08,HS12,meat
510,2012,392,704,30381,2145.987,376.586,HS12,meat
511,2012,392,704,30382,68.302,24.646,HS12,meat
512,2012,392,710,30381,61.752,1413.206,HS12,meat
513,2012,392,724,30381,1178.096,1227.331,HS12,meat
514,2012,392,764,30381,32.009,27.438,HS12,meat
515,2012,392,780,30381,36.469,40.011,HS12,meat
516,2012,392,858,30381,1600.516,1873.429,HS12,meat
517,2012,398,31,30381,17.379,20,HS12,meat
