,year_t,exporter_i,importer_j,hscode_k,value_v,quantity_q,hs,product
5482,2016,410,344,30382,5.88,1.906,HS12,meat
5483,2016,410,392,30381,0.801,0.385,HS12,meat
5484,2016,410,414,30382,19.682,1.257,HS12,meat
5485,2016,410,418,30382,0.399,0.019,HS12,meat
5486,2016,410,458,30282,0.266,0.02,HS12,meat
5487,2016,410,490,30381,11.084,5.044,HS12,meat
5488,2016,410,554,30381,17.071,14.723,HS12,meat
5489,2016,410,608,30282,0.005,0.004,HS12,meat
5490,2016,410,702,30282,0.12,0.052,HS12,meat
5491,2016,410,702,30381,175.473,281.107,HS12,meat
5492,2016,410,702,30382,1.823,0.052,HS12,meat
5493,2016,410,704,30381,24.156,31.916,HS12,meat
5494,2016,410,710,30381,14.417,12.151,HS12,meat
5495,2016,410,784,30382,2.257,0.1,HS12,meat
5496,2016,410,842,30282,25.57,1.13,HS12,meat
5497,2016,410,842,30382,4.155,1.88,HS12,meat
5498,2016,410,858,30381,42.854,53.762,HS12,meat
5499,2016,428,440,30282,0.762,0.061,HS12,meat
5500,2016,428,440,30381,0.58,0.154,HS12,meat
5501,2016,428,528,30281,0.014,0.007,HS12,meat
5502,2016,428,528,30282,0.084,0.022,HS12,meat
5503,2016,428,528,30381,0.028,0.005,HS12,meat
5504,2016,428,528,30382,0.022,0.007,HS12,meat
5505,2016,440,233,30382,0.228,0.043,HS12,meat
5506,2016,440,276,30382,11.706,4.21,HS12,meat
5507,2016,440,428,30382,0.24,0.043,HS12,meat
5508,2016,440,528,30281,0.104,0.161,HS12,meat
5509,2016,440,528,30282,0.006,0.001,HS12,meat
5510,2016,440,528,30382,0.257,0.082,HS12,meat
5511,2016,442,31,30381,2.71,0.16,HS12,meat
5512,2016,442,56,30282,13.154,0.967,HS12,meat
5513,2016,442,56,30382,0.35,0.081,HS12,meat
5514,2016,442,251,30281,0.031,0.003,HS12,meat
5515,2016,442,251,30282,3.006,0.242,HS12,meat
5516,2016,442,251,30382,1.059,0.289,HS12,meat
5517,2016,442,276,30282,1.639,0.13,HS12,meat
5518,2016,442,276,30382,0.491,0.081,HS12,meat
5519,2016,442,528,30281,0.042,0.065,HS12,meat
5520,2016,442,528,30282,0.002,0.001,HS12,meat
5521,2016,442,528,30381,0.039,0.005,HS12,meat
5522,2016,442,528,30382,0.26,0.083,HS12,meat
5523,2016,446,344,30381,4.941,2.575,HS12,meat
5524,2016,458,96,30381,44.063,24.7,HS12,meat
5525,2016,458,156,30382,5.021,6.905,HS12,meat
5526,2016,458,344,30381,33.106,17.365,HS12,meat
5527,2016,458,344,30382,0.289,0.08,HS12,meat
5528,2016,458,410,30382,21.182,10.841,HS12,meat
5529,2016,458,490,30282,29.066,1.3,HS12,meat
5530,2016,458,702,30281,21.218,9.39,HS12,meat
5531,2016,458,702,30282,180.636,105.882,HS12,meat
5532,2016,458,702,30382,47.475,9.859,HS12,meat
5533,2016,462,144,30381,9.37,           NA,HS12,meat
5534,2016,462,251,30282,8.002,0.981,HS12,meat
5535,2016,470,380,30281,46.508,6.64,HS12,meat
5536,2016,470,380,30282,0.711,0.154,HS12,meat
5537,2016,470,528,30281,0.006,0.002,HS12,meat
5538,2016,470,528,30282,0.054,0.015,HS12,meat
5539,2016,470,528,30381,0.018,0.002,HS12,meat
5540,2016,478,156,30382,3.871,1.204,HS12,meat
5541,2016,478,196,30381,149.422,22.48,HS12,meat
5542,2016,478,380,30381,365.902,115.057,HS12,meat
5543,2016,478,410,30382,9.99,6.88,HS12,meat
5544,2016,478,620,30381,227.567,136.439,HS12,meat
5545,2016,478,620,30382,1.361,1.92,HS12,meat
5546,2016,478,724,30281,101.558,30.783,HS12,meat
5547,2016,478,724,30282,4.363,1.44,HS12,meat
5548,2016,478,724,30381,147.156,53.156,HS12,meat
5549,2016,478,724,30382,5.936,6.335,HS12,meat
5550,2016,478,788,30381,0.695,0.854,HS12,meat
5551,2016,480,344,30381,143.323,75.994,HS12,meat
5552,2016,480,410,30381,25.765,9.648,HS12,meat
5553,2016,480,490,30381,34.197,53.358,HS12,meat
5554,2016,484,124,30281,1.268,0.33,HS12,meat
5555,2016,484,360,30381,55.47,24.15,HS12,meat
5556,2016,484,392,30381,9.221,0.704,HS12,meat
5557,2016,484,842,30281,70.364,28.543,HS12,meat
5558,2016,484,842,30282,28.457,6.815,HS12,meat
5559,2016,484,842,30382,26.873,7,HS12,meat
5560,2016,490,12,30381,106.967,64.5,HS12,meat
5561,2016,490,48,30381,14.01,6,HS12,meat
5562,2016,490,76,30381,5298.925,4358.281,HS12,meat
5563,2016,490,90,30381,0.031,0.02,HS12,meat
5564,2016,490,156,30281,121.932,15.563,HS12,meat
5565,2016,490,156,30381,513.098,550.675,HS12,meat
5566,2016,490,196,30381,4.689,2.22,HS12,meat
5567,2016,490,288,30381,10.833,36.406,HS12,meat
5568,2016,490,344,30381,431.23,224.695,HS12,meat
5569,2016,490,344,30382,3.499,1.255,HS12,meat
5570,2016,490,380,30381,105.309,21.699,HS12,meat
5571,2016,490,392,30381,452.316,24.794,HS12,meat
5572,2016,490,410,30381,4894.313,1525.335,HS12,meat
5573,2016,490,458,30381,2.08,3.15,HS12,meat
5574,2016,490,480,30381,26.198,9.92,HS12,meat
5575,2016,490,484,30381,445.042,343.904,HS12,meat
5576,2016,490,702,30381,554.933,695.977,HS12,meat
5577,2016,490,704,30381,309.25,604.288,HS12,meat
5578,2016,490,710,30381,14.288,636.48,HS12,meat
5579,2016,490,764,30381,959.439,948.158,HS12,meat
5580,2016,490,780,30281,19.198,18,HS12,meat
5581,2016,490,780,30381,173.325,96.542,HS12,meat
5582,2016,490,842,30381,28.961,13.608,HS12,meat
5583,2016,490,858,30381,1097.466,1302.855,HS12,meat
5584,2016,499,688,30281,0.142,0.009,HS12,meat
5585,2016,504,380,30382,31.705,10.813,HS12,meat
5586,2016,504,620,30382,2.254,0.89,HS12,meat
5587,2016,504,643,30282,4.791,0.432,HS12,meat
5588,2016,504,688,30281,0.4,0.036,HS12,meat
5589,2016,504,724,30281,836.943,115.202,HS12,meat
5590,2016,504,724,30282,0.04,0.01,HS12,meat
5591,2016,504,724,30381,65.788,33.179,HS12,meat
5592,2016,504,724,30382,8.565,1.86,HS12,meat
5593,2016,508,410,30382,4.2,3.45,HS12,meat
5594,2016,508,504,30381,108.046,53.667,HS12,meat
5595,2016,508,620,30381,59.297,34.537,HS12,meat
5596,2016,508,620,30382,7.077,2.456,HS12,meat
5597,2016,508,804,30381,21.055,13.823,HS12,meat
5598,2016,512,251,30381,53.2,21.553,HS12,meat
5599,2016,512,380,30381,2.803,1.08,HS12,meat
5600,2016,512,490,30381,1.987,3.417,HS12,meat
5601,2016,512,682,30281,3.901,2.5,HS12,meat
5602,2016,512,784,30281,158.457,146.162,HS12,meat
5603,2016,512,818,30381,27.666,           NA,HS12,meat
5604,2016,516,300,30381,86.666,72.741,HS12,meat
5605,2016,516,380,30381,59.415,17.05,HS12,meat
5606,2016,516,410,30382,3.869,2.365,HS12,meat
5607,2016,516,504,30381,14.154,8.957,HS12,meat
5608,2016,516,620,30381,6062.001,3154.049,HS12,meat
5609,2016,516,620,30382,30.482,5.564,HS12,meat
5610,2016,516,705,30381,12.656,8.97,HS12,meat
5611,2016,516,710,30382,3.022,3.077,HS12,meat
5612,2016,516,724,30381,3520.981,2096.582,HS12,meat
5613,2016,516,724,30382,18.859,5.432,HS12,meat
5614,2016,516,858,30381,31.662,26.234,HS12,meat
5615,2016,528,40,30281,2.681,0.405,HS12,meat
5616,2016,528,40,30282,1.34,0.118,HS12,meat
5617,2016,528,40,30381,0.29,0.072,HS12,meat
5618,2016,528,56,30281,60.142,13.587,HS12,meat
5619,2016,528,56,30282,237.284,37.49,HS12,meat
5620,2016,528,56,30381,52.423,11.882,HS12,meat
5621,2016,528,56,30382,116.122,15.822,HS12,meat
5622,2016,528,100,30281,0.89,0.687,HS12,meat
5623,2016,528,100,30381,0.051,0.002,HS12,meat
5624,2016,528,100,30382,2.691,0.817,HS12,meat
5625,2016,528,112,30282,0.2,0.024,HS12,meat
5626,2016,528,191,30281,2.111,0.329,HS12,meat
5627,2016,528,191,30282,0.259,0.081,HS12,meat
5628,2016,528,191,30382,0.344,0.104,HS12,meat
5629,2016,528,196,30281,0.084,0.065,HS12,meat
5630,2016,528,196,30282,0.184,0.008,HS12,meat
5631,2016,528,196,30382,0.363,0.11,HS12,meat
5632,2016,528,203,30281,0.242,0.204,HS12,meat
5633,2016,528,203,30282,0.919,0.063,HS12,meat
5634,2016,528,203,30382,0.84,0.255,HS12,meat
5635,2016,528,208,30281,100.093,24.645,HS12,meat
5636,2016,528,208,30382,0.935,0.284,HS12,meat
5637,2016,528,233,30281,0.23,0.124,HS12,meat
5638,2016,528,233,30282,0.466,0.038,HS12,meat
5639,2016,528,233,30381,0.01,0.005,HS12,meat
5640,2016,528,233,30382,0.349,0.2,HS12,meat
5641,2016,528,246,30281,0.552,0.454,HS12,meat
5642,2016,528,246,30282,0.528,0.14,HS12,meat
5643,2016,528,246,30381,0.301,0.073,HS12,meat
5644,2016,528,246,30382,2.751,0.835,HS12,meat
5645,2016,528,251,30281,348.602,248.126,HS12,meat
5646,2016,528,251,30282,175.593,31.688,HS12,meat
5647,2016,528,251,30381,25.314,2.633,HS12,meat
5648,2016,528,251,30382,88.333,179.634,HS12,meat
5649,2016,528,276,30281,15.272,2.57,HS12,meat
5650,2016,528,276,30282,19.306,2.359,HS12,meat
5651,2016,528,276,30381,226.015,317.727,HS12,meat
5652,2016,528,300,30281,1.252,0.334,HS12,meat
5653,2016,528,300,30381,3.767,1.05,HS12,meat
5654,2016,528,300,30382,1.364,0.414,HS12,meat
5655,2016,528,348,30281,0.398,0.308,HS12,meat
5656,2016,528,348,30282,0.176,0.028,HS12,meat
5657,2016,528,348,30381,2.254,0.72,HS12,meat
5658,2016,528,348,30382,1.115,0.338,HS12,meat
5659,2016,528,372,30281,1.563,1.285,HS12,meat
5660,2016,528,372,30381,0.008,0.002,HS12,meat
5661,2016,528,372,30382,4.36,1.323,HS12,meat
5662,2016,528,380,30281,4007.057,524.894,HS12,meat
5663,2016,528,380,30282,344.77,79.863,HS12,meat
5664,2016,528,380,30381,186.251,25.103,HS12,meat
5665,2016,528,380,30382,1.129,0.12,HS12,meat
5666,2016,528,398,30282,0.046,0.005,HS12,meat
5667,2016,528,428,30281,0.093,0.075,HS12,meat
5668,2016,528,428,30282,0.103,0.01,HS12,meat
5669,2016,528,428,30381,0.49,0.14,HS12,meat
5670,2016,528,428,30382,0.093,0.028,HS12,meat
5671,2016,528,440,30281,1.051,0.843,HS12,meat
5672,2016,528,440,30282,0.238,0.021,HS12,meat
5673,2016,528,440,30382,2.563,0.778,HS12,meat
5674,2016,528,442,30281,0.325,0.387,HS12,meat
5675,2016,528,442,30381,2.353,0.691,HS12,meat
5676,2016,528,442,30382,1.475,0.402,HS12,meat
5677,2016,528,470,30281,0.023,0.023,HS12,meat
5678,2016,528,470,30381,0.01,0.002,HS12,meat
5679,2016,528,470,30382,0.037,0.011,HS12,meat
5680,2016,528,616,30281,1.388,0.352,HS12,meat
5681,2016,528,616,30282,1.537,0.189,HS12,meat
5682,2016,528,616,30381,0.008,0.002,HS12,meat
5683,2016,528,620,30281,0.544,0.44,HS12,meat
5684,2016,528,620,30382,3.283,1.481,HS12,meat
5685,2016,528,634,30282,0.173,0.01,HS12,meat
5686,2016,528,642,30281,1.316,1.455,HS12,meat
5687,2016,528,642,30381,5.442,1.75,HS12,meat
5688,2016,528,642,30382,3.705,1.125,HS12,meat
5689,2016,528,702,30282,0.079,0.01,HS12,meat
5690,2016,528,703,30281,0.156,0.178,HS12,meat
5691,2016,528,703,30381,0.054,0.009,HS12,meat
5692,2016,528,703,30382,0.42,0.128,HS12,meat
5693,2016,528,705,30281,0.118,0.092,HS12,meat
5694,2016,528,705,30381,0.279,0.1,HS12,meat
5695,2016,528,705,30382,0.31,0.094,HS12,meat
5696,2016,528,724,30281,0.001,0.003,HS12,meat
5697,2016,528,724,30282,0.258,0.052,HS12,meat
5698,2016,528,724,30381,168.261,34.183,HS12,meat
5699,2016,528,752,30281,0.134,0.111,HS12,meat
5700,2016,528,752,30381,1.027,0.497,HS12,meat
5701,2016,528,752,30382,0.749,0.227,HS12,meat
5702,2016,528,757,30281,1.189,0.059,HS12,meat
5703,2016,528,757,30282,0.557,0.035,HS12,meat
5704,2016,528,792,30281,0.761,0.25,HS12,meat
5705,2016,528,804,30282,0.132,0.022,HS12,meat
5706,2016,528,826,30281,0.007,0.009,HS12,meat
5707,2016,528,826,30282,16.484,3.49,HS12,meat
5708,2016,528,826,30381,62.174,20.89,HS12,meat
5709,2016,528,826,30382,65.989,10.001,HS12,meat
5710,2016,548,410,30381,30.568,10.72,HS12,meat
5711,2016,548,490,30381,354.492,593.274,HS12,meat
5712,2016,554,36,30281,2455.047,731.472,HS12,meat
5713,2016,554,36,30282,21.127,3.766,HS12,meat
5714,2016,554,36,30381,105.545,20.923,HS12,meat
5715,2016,554,56,30381,11.306,3.862,HS12,meat
5716,2016,554,100,30381,2.387,1.536,HS12,meat
5717,2016,554,112,30381,19.476,10.754,HS12,meat
5718,2016,554,156,30381,0.827,1.363,HS12,meat
5719,2016,554,156,30382,117.68,68.766,HS12,meat
5720,2016,554,208,30382,29.13,9,HS12,meat
5721,2016,554,251,30381,80.639,8.355,HS12,meat
5722,2016,554,251,30382,237.792,59.143,HS12,meat
5723,2016,554,276,30381,21.611,8.038,HS12,meat
5724,2016,554,276,30382,8.44,1.928,HS12,meat
5725,2016,554,344,30381,383.318,200.809,HS12,meat
5726,2016,554,344,30382,46.472,12.3,HS12,meat
5727,2016,554,360,30381,500.502,38.744,HS12,meat
5728,2016,554,380,30381,62.921,13.136,HS12,meat
5729,2016,554,380,30382,368.635,97.349,HS12,meat
5730,2016,554,392,30381,163.619,76.844,HS12,meat
5731,2016,554,392,30382,0.001,0.01,HS12,meat
5732,2016,554,410,30381,21.717,51.008,HS12,meat
5733,2016,554,410,30382,286.081,164.183,HS12,meat
5734,2016,554,440,30381,29.312,24.834,HS12,meat
5735,2016,554,458,30381,188.852,28.12,HS12,meat
5736,2016,554,490,30381,0.025,0.024,HS12,meat
5737,2016,554,498,30381,48.465,12.711,HS12,meat
5738,2016,554,528,30382,108.83,35.65,HS12,meat
5739,2016,554,540,30382,4.829,1.3,HS12,meat
5740,2016,554,643,30381,195.839,105.274,HS12,meat
5741,2016,554,702,30281,0.173,0.01,HS12,meat
5742,2016,554,702,30282,1.669,0.23,HS12,meat
5743,2016,554,702,30381,80.625,5.46,HS12,meat
5744,2016,554,804,30381,208.643,165.356,HS12,meat
5745,2016,554,826,30381,100.39,15.082,HS12,meat
5746,2016,554,826,30382,9.402,2.785,HS12,meat
5747,2016,579,56,30281,15.712,6.566,HS12,meat
5748,2016,579,124,30381,10.007,3.9,HS12,meat
5749,2016,579,203,30281,0.358,0.027,HS12,meat
5750,2016,579,208,30281,270.596,193.857,HS12,meat
5751,2016,579,208,30282,27.255,25.627,HS12,meat
5752,2016,579,208,30382,1.096,0.957,HS12,meat
5753,2016,579,251,30281,0.538,0.268,HS12,meat
5754,2016,579,251,30282,3.339,2.759,HS12,meat
5755,2016,579,276,30281,13.48,1.986,HS12,meat
5756,2016,579,276,30282,0.914,1.456,HS12,meat
5757,2016,579,276,30381,0.851,0.112,HS12,meat
5758,2016,579,344,30381,14.323,2.46,HS12,meat
5759,2016,579,360,30381,26.178,2.477,HS12,meat
5760,2016,579,528,30281,1.063,0.428,HS12,meat
5761,2016,579,616,30382,1.105,1.426,HS12,meat
5762,2016,579,752,30281,175.613,25.466,HS12,meat
5763,2016,579,752,30282,27.44,4.683,HS12,meat
5764,2016,579,752,30381,0.129,0.02,HS12,meat
5765,2016,579,826,30281,81.426,41.57,HS12,meat
5766,2016,579,826,30282,15.108,7.962,HS12,meat
5767,2016,579,826,30382,602.244,181.676,HS12,meat
5768,2016,584,490,30381,45.492,75.732,HS12,meat
5769,2016,586,410,30382,88.059,39.75,HS12,meat
5770,2016,586,458,30282,0.068,0.01,HS12,meat
5771,2016,586,458,30382,3456.967,690.377,HS12,meat
5772,2016,586,702,30382,27.647,9.286,HS12,meat
5773,2016,586,764,30282,135.169,71.166,HS12,meat
5774,2016,586,764,30382,36.151,36.1,HS12,meat
5775,2016,591,52,30381,19.646,9.612,HS12,meat
5776,2016,591,76,30381,482.967,438.716,HS12,meat
5777,2016,591,170,30381,221.851,193.365,HS12,meat
5778,2016,591,188,30381,37.505,37.36,HS12,meat
5779,2016,591,344,30381,49.11,49.11,HS12,meat
5780,2016,591,484,30282,43.2,18,HS12,meat
5781,2016,591,484,30381,165.076,185.613,HS12,meat
5782,2016,591,490,30381,351.01,163.942,HS12,meat
5783,2016,591,604,30381,31.87,29.681,HS12,meat
5784,2016,591,620,30381,833.496,629.078,HS12,meat
5785,2016,591,703,30381,2.779,2.264,HS12,meat
5786,2016,591,724,30381,312.681,174.84,HS12,meat
5787,2016,591,780,30381,320.994,112.772,HS12,meat
5788,2016,591,858,30381,86.309,53.114,HS12,meat
5789,2016,598,490,30381,17.084,24.34,HS12,meat
5790,2016,604,76,30381,1253.536,676.864,HS12,meat
5791,2016,604,124,30382,153.56,18,HS12,meat
5792,2016,604,251,30381,12.992,4.036,HS12,meat
5793,2016,604,344,30381,87.289,46.75,HS12,meat
5794,2016,608,410,30381,0.248,0.05,HS12,meat
5795,2016,608,490,30281,0.124,0.033,HS12,meat
5796,2016,616,100,30381,0.579,0.209,HS12,meat
5797,2016,616,203,30381,20.551,10.81,HS12,meat
5798,2016,616,528,30281,0.028,0.029,HS12,meat
5799,2016,616,528,30282,0.41,0.106,HS12,meat
5800,2016,616,528,30381,0.266,0.031,HS12,meat
5801,2016,616,792,30381,14.382,5.184,HS12,meat
5802,2016,620,24,30282,0.131,0.064,HS12,meat
5803,2016,620,24,30381,4.692,2.629,HS12,meat
5804,2016,620,24,30382,1.588,0.046,HS12,meat
5805,2016,620,40,30381,0.126,0.02,HS12,meat
5806,2016,620,56,30281,0.405,0.108,HS12,meat
5807,2016,620,56,30282,4.6,0.819,HS12,meat
5808,2016,620,56,30382,121.099,17.909,HS12,meat
5809,2016,620,70,30381,10.597,5.537,HS12,meat
5810,2016,620,76,30381,6093.112,2831.665,HS12,meat
5811,2016,620,124,30281,0.109,0.033,HS12,meat
5812,2016,620,124,30282,5.205,0.368,HS12,meat
5813,2016,620,124,30382,5.956,1.333,HS12,meat
5814,2016,620,156,30381,364.177,302.89,HS12,meat
5815,2016,620,191,30281,1.207,0.736,HS12,meat
5816,2016,620,191,30381,12.658,7.935,HS12,meat
5817,2016,620,191,30382,1.688,0.891,HS12,meat
5818,2016,620,196,30381,7.256,3.003,HS12,meat
5819,2016,620,203,30381,0.265,0.095,HS12,meat
5820,2016,620,251,30281,13.63,1.411,HS12,meat
5821,2016,620,251,30381,18.814,8.174,HS12,meat
5822,2016,620,251,30382,617.915,119.91,HS12,meat
5823,2016,620,276,30381,9.909,3.53,HS12,meat
5824,2016,620,276,30382,6.923,2.442,HS12,meat
5825,2016,620,300,30381,16.824,3.239,HS12,meat
5826,2016,620,372,30382,0.259,0.059,HS12,meat
5827,2016,620,380,30281,337.509,95.914,HS12,meat
5828,2016,620,380,30282,15.604,5.956,HS12,meat
5829,2016,620,380,30381,956.362,336.233,HS12,meat
5830,2016,620,380,30382,12.013,7.234,HS12,meat
5831,2016,620,428,30282,0.757,0.237,HS12,meat
5832,2016,620,442,30282,1.668,0.365,HS12,meat
5833,2016,620,442,30381,0.121,0.05,HS12,meat
5834,2016,620,442,30382,21.945,6.343,HS12,meat
5835,2016,620,446,30382,0.432,0.1,HS12,meat
5836,2016,620,480,30382,0.331,0.152,HS12,meat
5837,2016,620,499,30381,6.165,1.564,HS12,meat
5838,2016,620,508,30382,0.55,0.115,HS12,meat
5839,2016,620,528,30281,0.222,0.338,HS12,meat
5840,2016,620,528,30282,0.002,0.001,HS12,meat
5841,2016,620,528,30382,0.64,0.052,HS12,meat
5842,2016,620,688,30381,0.129,0.056,HS12,meat
5843,2016,620,705,30381,6.664,3.456,HS12,meat
5844,2016,620,724,30281,4158.33,932.163,HS12,meat
5845,2016,620,724,30282,316.641,174.846,HS12,meat
5846,2016,620,724,30381,7336.335,5371.566,HS12,meat
5847,2016,620,724,30382,50.997,32.163,HS12,meat
5848,2016,620,757,30281,0.256,0.039,HS12,meat
5849,2016,620,757,30282,0.32,0.038,HS12,meat
5850,2016,620,757,30381,3.489,0.719,HS12,meat
5851,2016,620,757,30382,16.91,5.221,HS12,meat
5852,2016,620,804,30381,2.872,0.8,HS12,meat
5853,2016,620,804,30382,2.648,0.51,HS12,meat
5854,2016,620,826,30282,1.867,0.127,HS12,meat
5855,2016,620,826,30382,3.581,0.856,HS12,meat
5856,2016,620,842,30382,1.035,0.246,HS12,meat
5857,2016,620,858,30381,621.111,753.515,HS12,meat
5858,2016,642,528,30281,0.86,1.328,HS12,meat
5859,2016,642,528,30282,0.008,0.003,HS12,meat
5860,2016,642,528,30381,0.001,           NA,HS12,meat
5861,2016,642,528,30382,3.091,0.989,HS12,meat
5862,2016,642,826,30381,0.071,0.018,HS12,meat
5863,2016,643,112,30382,1,0.704,HS12,meat
5864,2016,643,156,30382,143.442,108.194,HS12,meat
5865,2016,643,398,30381,0.156,0.05,HS12,meat
5866,2016,643,410,30382,1543.438,1259.442,HS12,meat
5867,2016,643,724,30382,32.027,13.848,HS12,meat
5868,2016,652,724,30381,770.9,140.784,HS12,meat
5869,2016,666,251,30382,141.055,36.86,HS12,meat
5870,2016,670,410,30381,9.858,4.041,HS12,meat
5871,2016,670,780,30281,2.611,2.7,HS12,meat
5872,2016,670,780,30381,94.082,79.506,HS12,meat
5873,2016,682,360,30381,1.555,0.54,HS12,meat
5874,2016,686,12,30382,1.3,0.875,HS12,meat
5875,2016,686,76,30381,20.431,9,HS12,meat
5876,2016,686,251,30281,304.977,55.24,HS12,meat
5877,2016,686,344,30381,1390.783,741.931,HS12,meat
5878,2016,686,380,30281,18.694,3.007,HS12,meat
5879,2016,686,380,30381,104.011,24.91,HS12,meat
5880,2016,686,380,30382,13.457,8.243,HS12,meat
5881,2016,686,384,30381,9.578,11.878,HS12,meat
5882,2016,686,410,30382,11.396,4.908,HS12,meat
5883,2016,686,490,30381,15.943,24.068,HS12,meat
5884,2016,686,620,30381,201.055,159.854,HS12,meat
5885,2016,686,724,30281,6.301,1.052,HS12,meat
5886,2016,686,724,30381,396.68,184.113,HS12,meat
5887,2016,686,724,30382,1.516,1.202,HS12,meat
5888,2016,686,764,30381,25.698,24,HS12,meat
5889,2016,686,780,30381,21.655,27.45,HS12,meat
5890,2016,686,858,30381,312.237,337.612,HS12,meat
5891,2016,690,144,30381,44.154,           NA,HS12,meat
5892,2016,690,490,30381,11.135,14.054,HS12,meat
5893,2016,690,702,30381,16.305,6.97,HS12,meat
5894,2016,694,288,30382,9.109,           NA,HS12,meat
5895,2016,694,410,30382,23.658,10.025,HS12,meat
5896,2016,699,124,30282,0.903,0.065,HS12,meat
5897,2016,699,144,30381,57.25,           NA,HS12,meat
5898,2016,699,156,30382,17.798,22.42,HS12,meat
5899,2016,699,251,30281,1.207,0.207,HS12,meat
5900,2016,699,251,30282,0.777,0.134,HS12,meat
5901,2016,699,458,30382,53.296,20.37,HS12,meat
5902,2016,699,757,30281,0.029,0.016,HS12,meat
5903,2016,699,757,30282,0.029,0.016,HS12,meat
5904,2016,699,764,30282,41.733,25.854,HS12,meat
5905,2016,699,764,30382,105.65,93.811,HS12,meat
5906,2016,699,784,30281,0.089,0.03,HS12,meat
5907,2016,699,826,30281,3.582,1.265,HS12,meat
5908,2016,699,826,30282,0.565,0.255,HS12,meat
5909,2016,699,826,30381,2.335,0.473,HS12,meat
5910,2016,699,842,30382,3.292,1.089,HS12,meat
5911,2016,702,76,30381,1246.868,1010.527,HS12,meat
5912,2016,702,96,30281,11.083,2.4,HS12,meat
5913,2016,702,96,30382,2.172,0.6,HS12,meat
5914,2016,702,156,30381,1079.438,889.631,HS12,meat
5915,2016,702,344,30381,9212.454,2533.958,HS12,meat
5916,2016,702,392,30381,3063.402,190.58,HS12,meat
5917,2016,702,410,30381,33.135,10.682,HS12,meat
5918,2016,702,458,30381,17.181,6.803,HS12,meat
5919,2016,702,458,30382,0.533,0.03,HS12,meat
5920,2016,702,490,30381,4.123,6.4,HS12,meat
5921,2016,702,643,30381,165.999,115.436,HS12,meat
5922,2016,702,704,30381,538.385,69.31,HS12,meat
5923,2016,702,764,30381,152.619,44.155,HS12,meat
5924,2016,703,203,30281,0.031,0.006,HS12,meat
5925,2016,703,348,30381,8.122,2.64,HS12,meat
5926,2016,703,528,30281,0.233,0.294,HS12,meat
5927,2016,703,528,30382,0.729,0.233,HS12,meat
5928,2016,704,112,30381,7.368,3,HS12,meat
5929,2016,704,124,30381,1.111,0.4,HS12,meat
5930,2016,704,144,30381,37.021,           NA,HS12,meat
5931,2016,704,156,30382,4.245,1.514,HS12,meat
5932,2016,704,246,30381,0.21,0.05,HS12,meat
5933,2016,704,251,30381,28.705,6.103,HS12,meat
5934,2016,704,380,30381,1038.827,300.942,HS12,meat
5935,2016,704,392,30381,574.946,2.332,HS12,meat
5936,2016,704,392,30382,418.887,115.175,HS12,meat
5937,2016,704,410,30381,450.312,225.043,HS12,meat
5938,2016,704,410,30382,2586.935,588.324,HS12,meat
5939,2016,704,702,30282,1.729,0.07,HS12,meat
5940,2016,704,724,30381,11.763,6.472,HS12,meat
5941,2016,704,826,30381,6.64,2.696,HS12,meat
5942,2016,705,191,30281,0.019,0.002,HS12,meat
5943,2016,705,191,30381,12.538,5.376,HS12,meat
5944,2016,705,196,30281,8.189,0.641,HS12,meat
5945,2016,705,196,30381,45.514,3.652,HS12,meat
5946,2016,705,348,30381,0.05,0.025,HS12,meat
5947,2016,705,380,30281,63.689,4.349,HS12,meat
5948,2016,705,380,30282,0.987,0.177,HS12,meat
5949,2016,705,380,30381,260.547,13.396,HS12,meat
5950,2016,705,528,30281,0.032,0.048,HS12,meat
5951,2016,705,528,30382,0.069,0.022,HS12,meat
5952,2016,705,703,30281,0.045,0.005,HS12,meat
5953,2016,705,703,30381,0.627,0.184,HS12,meat
5954,2016,706,512,30281,7.711,11,HS12,meat
5955,2016,710,36,30381,2.337,0.34,HS12,meat
5956,2016,710,76,30381,293.647,140.376,HS12,meat
5957,2016,710,266,30281,0.068,0.014,HS12,meat
5958,2016,710,300,30381,1.776,0.816,HS12,meat
5959,2016,710,344,30381,264.154,38.583,HS12,meat
5960,2016,710,380,30381,305.19,72.308,HS12,meat
5961,2016,710,410,30381,1120.454,482.522,HS12,meat
5962,2016,710,410,30382,152.739,72.1,HS12,meat
5963,2016,710,426,30382,0.021,0.02,HS12,meat
5964,2016,710,490,30381,5.619,1.883,HS12,meat
5965,2016,710,490,30382,0.497,0.51,HS12,meat
5966,2016,710,508,30281,0.238,0.235,HS12,meat
5967,2016,710,508,30381,0.957,0.63,HS12,meat
5968,2016,710,528,30382,142.912,50.23,HS12,meat
5969,2016,710,620,30381,283.99,131.14,HS12,meat
5970,2016,710,724,30381,681.868,317.607,HS12,meat
5971,2016,710,826,30381,0.014,0.78,HS12,meat
5972,2016,710,858,30381,294.391,354.929,HS12,meat
5973,2016,724,12,30381,154.318,74.606,HS12,meat
5974,2016,724,12,30382,149.677,38.856,HS12,meat
5975,2016,724,20,30381,16.583,3.306,HS12,meat
5976,2016,724,40,30381,19.002,4.533,HS12,meat
5977,2016,724,56,30281,2.908,0.837,HS12,meat
5978,2016,724,56,30382,2.309,0.461,HS12,meat
5979,2016,724,70,30281,1.884,0.377,HS12,meat
