Class,Superorder,Order,Family,Genus,species_binomial,EDGE.Scientific.name,OldRLCategory,OldRLYear,GSTPRLCategory,GSTRLYear,MaxLinearDimension,MeasurementType,BodySizeClass,length.weight.a,length.weight.b,mass_50,mass_75,mass_max
Elasmobranchii,Selachimorpha,Squaliformes,Oxynotidae,Oxynotus,Oxynotus japonicus,Oxynotus japonicus,DD,2004,VU,2021,65,TL,small,0.0043,3.22,317.4920667,1171.511975,2958.349389
Elasmobranchii,Selachimorpha,Squaliformes,Oxynotidae,Oxynotus,Oxynotus paradoxus,Oxynotus paradoxus,DD,2008,VU,2020,118,TL,small,0.0043,3.22,2165.768002,7991.453693,20180.34186
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Cirrhoscyllium,Cirrhoscyllium expolitum,Cirrhoscyllium expolitum,DD,2007,DD,2020,33.5,TL,small,0.00316,3.11,20.24758104,71.45242317,174.8140895
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Cirrhoscyllium,Cirrhoscyllium formosanum,Cirrhoscyllium formosanum,DD,2008,VU,2020,43,TL,small,0.00316,3.11,44.01195832,155.3153961,379.9915853
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Cirrhoscyllium,Cirrhoscyllium japonicum,Cirrhoscyllium japonicum,DD,2007,LC,2021,49,TL,small,0.00316,3.11,66.06837193,233.1510742,570.4228202
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium collare,Parascyllium collare,LC,2003,LC,2015,87,TL,small,0.00355,3.14,495.546736,1770.154499,4368.363868
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium elongatum,Parascyllium elongatum,DD,2010,DD,2015,42,TL,small,0.00355,3.14,50.34970595,179.8554043,443.8447885
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium ferrugineum,Parascyllium ferrugineum,LC,2003,LC,2015,80,TL,small,0.00355,3.14,380.7998125,1360.264234,3356.842092
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium sparsimaculatum,Parascyllium sparsimaculatum,DD,2003,DD,2015,78.1,TL,small,0.00355,3.14,353.1168267,1261.37717,3112.809903
Elasmobranchii,Selachimorpha,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium variolatum,Parascyllium variolatum,LC,2003,LC,2015,91,TL,small,0.00355,3.14,570.6688124,2038.499888,5030.583071
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus albisoma,Apristurus albisoma,NT,2003,LC,2015,60,TL,small,0.00316,3.11,124.0321251,437.7014652,1070.871773
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus ampliceps,Apristurus ampliceps,DD,2003,LC,2015,87,TL,small,0.00316,3.11,393.9024407,1390.056611,3400.885091
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus aphyodes,Apristurus aphyodes,DD,2004,LC,2014,54,TL,small,0.00316,3.11,89.37753836,315.4076371,771.6701049
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus australis,Apristurus australis,DD,2003,LC,2015,83,TL,small,0.00316,3.11,340.2645173,1200.771797,2937.7846
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus breviventralis,NA,NE,NA,LC,2017,48.5,TL,small,0.00316,3.11,63.99419836,225.8314478,552.5147668
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus brunneus,Apristurus brunneus,DD,2004,DD,2014,51.4,TL,small,0.00316,3.11,76.66181483,270.534659,661.8847618
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus bucephalus,Apristurus bucephalus,DD,2003,DD,2015,67.5,TL,small,0.00316,3.11,178.9033734,631.3386035,1544.620577
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus canutus,Apristurus canutus,DD,2007,LC,2020,46,TL,small,0.00316,3.11,54.28260144,191.5598412,468.6665298
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus exsanguis,Apristurus exsanguis,LC,2003,LC,2017,91,TL,small,0.00316,3.11,453.0045105,1598.624049,3911.162072
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus fedorovi,Apristurus fedorovi,DD,2004,LC,2021,68.3,TL,small,0.00316,3.11,185.5804334,654.9015227,1602.269151
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus garricki,NA,NE,NA,LC,2017,85,TL,small,0.00316,3.11,366.4178778,1293.06534,3163.588161
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus gibbosus,Apristurus gibbosus,DD,2004,LC,2020,54.8,TL,small,0.00316,3.11,93.56024125,330.168129,807.7828334
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus herklotsi,Apristurus herklotsi,DD,2004,LC,2020,52,TL,small,0.00316,3.11,79.47932952,280.4774888,686.2106931
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus indicus,Apristurus indicus,DD,2008,LC,2017,33.6,TL,small,0.00316,3.11,20.43614374,72.11784893,176.442107
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus internatus,Apristurus internatus,DD,2004,LC,2020,41.9,TL,small,0.00316,3.11,40.60405501,143.2891225,350.5683415
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus investigatoris,Apristurus investigatoris,DD,2004,LC,2020,31,TL,small,0.00316,3.11,15.90811288,56.13871656,137.3478769
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus japonicus,Apristurus japonicus,DD,2008,LC,2021,71.1,TL,small,0.00316,3.11,210.2801385,742.065208,1815.522104
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus kampae,Apristurus kampae,DD,2004,DD,2014,64.7,TL,small,0.00316,3.11,156.8180716,553.400981,1353.939927
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus laurussonii,Apristurus laurussonii,DD,2007,LC,2020,72,TL,small,0.00316,3.11,218.6693228,771.6701049,1887.952861
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus longicephalus,Apristurus longicephalus,DD,2004,LC,2015,59,TL,small,0.00316,3.11,117.7154731,415.4104027,1016.334899
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus macrorhynchus,Apristurus macrorhynchus,DD,2004,LC,2021,67.4,TL,small,0.00316,3.11,178.0803802,628.4343132,1537.514998
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus macrostomus,Apristurus macrostomus,DD,2004,LC,2020,57.3,TL,small,0.00316,3.11,107.4842104,379.3049288,927.9999588
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus manis,Apristurus manis,LC,2004,LC,2018,88,TL,small,0.00316,3.11,408.1547983,1440.352272,3523.937466
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus melanoasper,Apristurus melanoasper,DD,2007,LC,2015,79,TL,small,0.00316,3.11,291.8126067,1029.788092,2519.459239
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus microps,Apristurus microps,LC,2004,LC,2018,61,TL,small,0.00316,3.11,130.5748642,460.7903747,1127.360644
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus micropterygeus,Apristurus micropterygeus,DD,2004,LC,2020,37.2,TL,small,0.00316,3.11,28.04609102,98.97286789,242.1450668
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus nakayai,NA,NE,NA,LC,2020,67.6,TL,small,0.00316,3.11,179.7289431,634.2519865,1551.748403
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus nasutus,Apristurus nasutus,DD,2004,LC,2020,59,TL,small,0.00316,3.11,117.7154731,415.4104027,1016.334899
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus parvipinnis,Apristurus parvipinnis,DD,2004,LC,2020,52,TL,small,0.00316,3.11,79.47932952,280.4774888,686.2106931
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus pinguis,Apristurus pinguis,DD,2004,LC,2015,65,TL,small,0.00316,3.11,159.0905324,561.4203504,1373.559958
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus platyrhynchus,Apristurus platyrhynchus,DD,2004,LC,2015,71,TL,small,0.00316,3.11,209.3617118,738.8241389,1807.592568
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus profundorum,Apristurus profundorum,DD,2004,LC,2020,76,TL,small,0.00316,3.11,258.7105076,912.9728943,2233.661479
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus riveri,Apristurus riveri,DD,2007,LC,2020,48,TL,small,0.00316,3.11,61.96465619,218.6693228,534.992053
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus saldanha,Apristurus saldanha,LC,2004,LC,2018,89,TL,small,0.00316,3.11,422.7530181,1491.86846,3649.975954
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus sibogae,Apristurus sibogae,DD,2008,LC,2020,23,TL,small,0.00316,3.11,6.287201308,22.18713275,54.28260144
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus sinensis,Apristurus sinensis,DD,2004,DD,2015,75,TL,small,0.00316,3.11,248.2700463,876.1291717,2143.520354
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus spongiceps,Apristurus spongiceps,DD,2004,DD,2014,51.4,TL,small,0.00316,3.11,76.66181483,270.534659,661.8847618
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus stenseni,Apristurus stenseni,DD,2004,LC,2020,46,TL,small,0.00316,3.11,54.28260144,191.5598412,468.6665298
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus yangi,NA,NE,NA,LC,2020,43.7,TL,small,0.00316,3.11,46.27869086,163.3145508,399.5621594
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus analis,Asymbolus analis,DD,2003,LC,2015,60,TL,small,0.00316,3.11,124.0321251,437.7014652,1070.871773
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus funebris,Asymbolus funebris,DD,2003,DD,2015,44,TL,small,0.00316,3.11,47.27392044,166.8266526,408.1547983
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus galacticus,Asymbolus galacticus,LC,2010,LC,2017,47.7,TL,small,0.00316,3.11,60.76814158,214.446899,524.6615542
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus occiduus,Asymbolus occiduus,LC,2003,LC,2015,60,TL,small,0.00316,3.11,124.0321251,437.7014652,1070.871773
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus pallidus,Asymbolus pallidus,LC,2003,LC,2015,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus parvus,Asymbolus parvus,LC,2003,LC,2015,40,TL,small,0.00316,3.11,35.14717058,124.0321251,303.4545514
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus rubiginosus,Asymbolus rubiginosus,LC,2003,LC,2015,55,TL,small,0.00316,3.11,94.62627852,333.9301066,816.9868136
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus submaculatus,Asymbolus submaculatus,LC,2003,LC,2015,44,TL,small,0.00316,3.11,47.27392044,166.8266526,408.1547983
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus vincenti,Asymbolus vincenti,LC,2003,LC,2015,56,TL,small,0.00316,3.11,100.0802911,353.1769695,864.075809
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus alcockii,Bythaelurus alcockii,DD,2004,DD,2017,30,TL,small,0.00316,3.11,14.3658358,50.69611905,124.0321251
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus bachi,NA,NE,NA,DD,2018,45,TL,small,0.00316,3.11,50.69611905,178.9033734,437.7014652
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus canescens,Bythaelurus canescens,DD,2006,VU,2020,85,TL,small,0.00316,3.11,366.4178778,1293.06534,3163.588161
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus clevai,Bythaelurus clevai,DD,2004,DD,2018,40,TL,small,0.00316,3.11,35.14717058,124.0321251,303.4545514
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus dawsoni,Bythaelurus dawsoni,DD,2003,LC,2017,42,TL,small,0.00316,3.11,40.90619546,144.3553569,353.1769695
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus giddingsi,Bythaelurus giddingsi,NE,NA,LC,2020,45.3,TL,small,0.00316,3.11,51.75462955,182.6387895,446.8404607
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus hispidus,Bythaelurus hispidus,DD,2004,NT,2018,37,TL,small,0.00316,3.11,27.57980289,97.32736679,238.1192163
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus immaculatus,Bythaelurus immaculatus,DD,2004,LC,2020,76.4,TL,small,0.00316,3.11,262.9687496,927.9999588,2270.426399
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus incanus,Bythaelurus incanus,DD,2003,DD,2015,45.4,TL,small,0.00316,3.11,52.11077097,183.8955898,449.9153236
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus lutarius,Bythaelurus lutarius,DD,2004,DD,2018,39,TL,small,0.00316,3.11,32.4858866,114.6406236,280.4774888
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus naylori,NA,NE,NA,DD,2018,55,TL,small,0.00316,3.11,94.62627852,333.9301066,816.9868136
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus stewarti,NA,NE,NA,DD,2020,43.7,TL,small,0.00316,3.11,46.27869086,163.3145508,399.5621594
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus tenuicephalus,NA,NE,NA,LC,2018,29,TL,small,0.00316,3.11,12.92830441,45.62316238,111.6207294
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus vivaldii,NA,NE,NA,DD,2020,32.5,TL,small,0.00316,3.11,18.42642351,65.0256743,159.0905324
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Cephalurus,Cephalurus cephalus,Cephalurus cephalus,DD,2008,LC,2020,30,TL,small,0.00316,3.11,14.3658358,50.69611905,124.0321251
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Figaro,Figaro boardmani,Figaro boardmani,LC,2003,LC,2015,61,TL,small,0.00316,3.11,130.5748642,460.7903747,1127.360644
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Figaro,Figaro striatus,Figaro striatus,DD,2003,DD,2015,42,TL,small,0.00316,3.11,40.90619546,144.3553569,353.1769695
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus antillensis,Galeus antillensis,DD,2004,LC,2020,46,TL,small,0.00316,3.11,54.28260144,191.5598412,468.6665298
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus arae,Galeus arae,LC,2004,LC,2020,33,TL,small,0.00316,3.11,19.32244809,68.18768792,166.8266526
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus atlanticus,Galeus atlanticus,NT,2007,NT,2021,46,TL,small,0.00316,3.11,54.28260144,191.5598412,468.6665298
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus cadenati,Galeus cadenati,DD,2004,LC,2020,35,TL,small,0.00316,3.11,23.2025338,81.88026314,200.3266371
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus corriganae,NA,NE,NA,LC,2020,37.2,TL,small,0.00316,3.11,28.04609102,98.97286789,242.1450668
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus eastmani,Galeus eastmani,LC,2007,LC,2020,65,TL,small,0.00316,3.11,159.0905324,561.4203504,1373.559958
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus gracilis,Galeus gracilis,DD,2003,DD,2015,34,TL,small,0.00316,3.11,21.20231235,74.82160909,183.0570733
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus longirostris,Galeus longirostris,DD,2007,LC,2021,80.6,TL,small,0.00316,3.11,310.5887895,1096.048045,2681.569533
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus melastomus,Galeus melastomus,LC,2003,LC,2021,90,TL,small,0.00316,3.11,437.7014652,1544.620577,3779.038244
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus mincaronei,Galeus mincaronei,VU,2004,VU,2020,43,TL,small,0.00316,3.11,44.01195832,155.3153961,379.9915853
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus murinus,Galeus murinus,LC,2008,LC,2014,63,TL,small,0.00316,3.11,144.3553569,509.4208552,1246.339018
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus nipponensis,Galeus nipponensis,DD,2008,LC,2021,80,TL,small,0.00316,3.11,303.4545514,1070.871773,2619.973763
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus piperatus,Galeus piperatus,LC,2006,LC,2020,37,TL,small,0.00316,3.11,27.57980289,97.32736679,238.1192163
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus polli,Galeus polli,LC,2004,VU,2021,43,TL,small,0.00316,3.11,44.01195832,155.3153961,379.9915853
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus priapus,Galeus priapus,LC,2010,LC,2017,45.5,TL,small,0.00316,3.11,52.46857142,185.1582448,453.0045105
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus sauteri,Galeus sauteri,DD,2007,LC,2020,49.8,TL,small,0.00316,3.11,69.48115866,245.194581,599.8882267
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus schultzi,Galeus schultzi,DD,2007,LC,2020,29.7,TL,small,0.00316,3.11,13.92375438,49.13604187,120.2152711
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus springeri,Galeus springeri,DD,2004,LC,2020,44,TL,small,0.00316,3.11,47.27392044,166.8266526,408.1547983
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus boesemani,Halaelurus boesemani,DD,2007,VU,2017,48,TL,small,0.00316,3.11,61.96465619,218.6693228,534.992053
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus buergeri,Halaelurus buergeri,DD,2008,EN,2020,49,TL,small,0.00316,3.11,66.06837193,233.1510742,570.4228202
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus lineatus,Halaelurus lineatus,DD,2004,LC,2018,56,TL,small,0.00316,3.11,100.0802911,353.1769695,864.075809
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus maculosus,Halaelurus maculosus,LC,2008,NT,2020,53,TL,small,0.00316,3.11,84.32993208,297.5949562,728.0899511
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus natalensis,Halaelurus natalensis,DD,2004,VU,2020,50,TL,small,0.00316,3.11,70.3526579,248.2700463,607.4125994
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus quagga,Halaelurus quagga,DD,2007,DD,2017,37,TL,small,0.00316,3.11,27.57980289,97.32736679,238.1192163
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus sellus,Halaelurus sellus,LC,2007,LC,2015,42,TL,small,0.00316,3.11,40.90619546,144.3553569,353.1769695
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus edwardsii,Haploblepharus edwardsii,NT,2008,EN,2020,64,TL,small,0.00316,3.11,151.6015059,534.992053,1308.901007
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus fuscus,Haploblepharus fuscus,VU,2008,VU,2020,69,TL,small,0.00316,3.11,191.5598412,676.0024718,1653.894317
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus kistnasamyi,Haploblepharus kistnasamyi,CR,2008,VU,2018,50,TL,small,0.00316,3.11,70.3526579,248.2700463,607.4125994
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus pictus,Haploblepharus pictus,LC,2008,LC,2018,60,TL,small,0.00316,3.11,124.0321251,437.7014652,1070.871773
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus favus,Holohalaelurus favus,EN,2008,EN,2020,51.5,TL,small,0.00316,3.11,77.1266163,272.1749138,665.8977768
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus grennian,Holohalaelurus grennian,DD,2008,DD,2018,27,TL,small,0.00316,3.11,10.35202001,36.53161889,89.37753836
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus melanostigma,Holohalaelurus melanostigma,DD,2006,LC,2018,38,TL,small,0.00316,3.11,29.96475848,105.7437231,258.7105076
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus punctatus,Holohalaelurus punctatus,EN,2008,EN,2020,34,TL,small,0.00316,3.11,21.20231235,74.82160909,183.0570733
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus regani,Holohalaelurus regani,LC,2007,LC,2020,69,TL,small,0.00316,3.11,191.5598412,676.0024718,1653.894317
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus albimarginatus,Parmaturus albimarginatus,DD,2008,LC,2017,57.7,TL,small,0.00316,3.11,109.8349546,387.6005554,948.2958752
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus albipenis,Parmaturus albipenis,DD,2008,LC,2017,41.5,TL,small,0.00316,3.11,39.41062996,139.0776016,340.2645173
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus angelae,NA,NE,NA,VU,2020,42.5,TL,small,0.00316,3.11,42.43980391,149.7673634,366.4178778
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus bigus,Parmaturus bigus,DD,2008,DD,2015,71,TL,small,0.00316,3.11,209.3617118,738.8241389,1807.592568
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus campechiensis,Parmaturus campechiensis,DD,2006,LC,2020,15.7,TL,small,0.00316,3.11,1.917483851,6.766678314,16.55522172
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus lanatus,Parmaturus lanatus,DD,2008,LC,2020,36,TL,small,0.00316,3.11,25.327048,89.37753836,218.6693228
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus macmillani,Parmaturus macmillani,DD,2003,DD,2017,47,TL,small,0.00316,3.11,58.03742484,204.8103737,501.0850213
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus melanobranchus,Parmaturus melanobranchus,DD,2008,LC,2020,85,TL,small,0.00316,3.11,366.4178778,1293.06534,3163.588161
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus nigripalatum,NA,NE,NA,DD,2020,54.8,TL,small,0.00316,3.11,93.56024125,330.168129,807.7828334
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus pilosus,Parmaturus pilosus,DD,2008,LC,2021,64,TL,small,0.00316,3.11,151.6015059,534.992053,1308.901007
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus xaniurus,Parmaturus xaniurus,DD,2006,LC,2014,61,TL,small,0.00316,3.11,130.5748642,460.7903747,1127.360644
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Pentanchus,Pentanchus profundicolus,Pentanchus profundicolus,DD,2008,LC,2020,50.8,TL,small,0.00316,3.11,73.91284877,260.833733,638.1506675
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina hyugaensis,Platyrhina hyugaensis,NE,NA,VU,2021,43,TL,small,0.00312,3,31.00773,104.6510888,248.06184
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina psomadakisi,NA,NE,NA,NT,2020,38,TL,small,0.00312,3,21.40008,72.22527,171.20064
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina sinensis,Platyrhina sinensis,VU,2008,EN,2021,55,TL,medium,0.00312,3,64.88625,218.9910938,519.09
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhina,Platyrhina tangi,Platyrhina tangi,NE,NA,VU,2021,68,TL,medium,0.00312,3,122.62848,413.87112,981.02784
Elasmobranchii,Batoidea,Torpediniformes,Platyrhinidae,Platyrhinoidis,Platyrhinoidis triseriata,Platyrhinoidis triseriata,LC,2006,LC,2015,91,TL,medium,0.01,3.04,1097.373948,3764.194652,9025.802635
Elasmobranchii,Batoidea,Myliobatiformes,Plesiobatidae,Plesiobatis,Plesiobatis daviesi,Plesiobatis daviesi,LC,2006,LC,2015,270,TL,large,0.01,3.04,29937.43972,102690.9292,246232.7656
