Class,Superorder,Order,Family,Genus,species_binomial,EDGE.Scientific.name,OldRLCategory,OldRLYear,GSTPRLCategory,GSTRLYear,MaxLinearDimension,MeasurementType,BodySizeClass,length.weight.a,length.weight.b,mass_50,mass_75,mass_max
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon caeruleopunctata,NA,NE,NA,LC,2020,47,DW,small,0.0219,3.1,389.7216099,1369.737642,3341.546234
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon kuhlii,Neotrygon kuhlii,DD,NA,DD,2017,30,DW,small,0.0219,3.1,96.90072311,340.5727695,830.8449882
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon leylandi,Neotrygon leylandi,LC,2010,LC,2015,27,DW,small,0.0219,3.1,69.90026097,245.6754161,599.3379579
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon ningalooensis,Neotrygon ningalooensis,DD,2011,DD,2015,30,DW,small,0.0219,3.1,96.90072311,340.5727695,830.8449882
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon orientalis,NA,NE,NA,LC,2020,38,DW,small,0.0219,3.1,201.6416664,708.7012208,1728.913496
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon picta,Neotrygon picta,LC,2010,LC,2015,32,DW,small,0.0219,3.1,118.3630264,416.0053962,1014.866805
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon trigonoides,NA,NE,NA,LC,2020,47,DW,small,0.0219,3.1,389.7216099,1369.737642,3341.546234
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Neotrygon,Neotrygon varidens,NA,NE,NA,LC,2020,33,DW,small,0.0219,3.1,130.2100009,457.6434437,1116.444988
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pastinachus,Pastinachus ater,Pastinachus atrus,LC,NA,VU,2021,200,DW,large,0.0355,3.08,51313.11186,178891.3869,433911.0796
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pastinachus,Pastinachus gracilicaudus,Pastinachus gracilicaudus,NE,NA,EN,2021,83,DW,medium,0.0355,3.08,3418.349712,11917.29168,28906.05852
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pastinachus,Pastinachus sephen,Pastinachus sephen,NE,NA,NT,2017,89,DW,medium,0.0355,3.08,4238.158425,14775.36658,35838.47931
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pastinachus,Pastinachus solocirostris,Pastinachus solocirostris,EN,2007,EN,2021,72,DW,medium,0.0355,3.08,2206.17549,7691.324474,18655.73835
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pastinachus,Pastinachus stellurostris,Pastinachus stellurostris,NE,NA,CR,2020,43,DW,small,0.0355,3.08,450.960818,1572.171385,3813.389762
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pateobatis,Pateobatis bleekeri,NA,NE,NA,EN,2020,119,DW,medium,0.0209,3.07,5860.212587,20347.61615,49212.50338
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pateobatis,Pateobatis fai,Himantura fai,LC,2004,VU,2015,186,DW,large,0.0209,3.07,23088.13952,80165.79494,193888.042
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pateobatis,Pateobatis hortlei,Himantura hortlei,VU,2007,NT,2021,70,DW,medium,0.0209,3.07,1149.304699,3990.573806,9651.554535
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pateobatis,Pateobatis jenkinsii,Himantura jenkinsii,LC,2008,VU,2015,150,DW,medium,0.0209,3.07,11928.45962,41417.5619,100172.0246
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pateobatis,Pateobatis uarnacoides,Himantura uarnacoides,VU,2004,EN,2020,119,DW,medium,0.0209,3.07,5860.212587,20347.61615,49212.50338
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Pteroplatytrygon,Pteroplatytrygon violacea,Pteroplatytrygon violacea,LC,2007,LC,2018,90,DW,medium,0.0219,3.006,2041.742323,6907.664817,16402.01098
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Taeniura,Taeniura lessoni,Taeniura lymma,NE,NA,DD,2017,22,DW,small,0.0209,3.07,32.90196451,114.2409997,276.3019285
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Taeniura,Taeniura lymma,Taeniura lymma,NT,2005,LC,2021,25,DW,small,0.0209,3.07,48.71469929,169.1454,409.0930607
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Taeniurops,Taeniurops grabatus,Taeniurops grabata,DD,2003,NT,2021,112,DW,medium,0.0209,3.07,4865.007667,16892.10197,40855.03771
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Taeniurops,Taeniurops meyeni,Taeniurops meyeni,VU,2015,VU,2015,180,DW,large,0.0209,3.07,20877.12974,72488.80751,175320.5711
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Telatrygon,Telatrygon acutirostra,Dasyatis acutirostra,NT,2006,VU,2021,129,DW,medium,0.0209,3.07,7507.487366,26067.22348,63045.87792
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Telatrygon,Telatrygon biasa,NA,NE,NA,VU,2021,29,DW,small,0.0209,3.07,76.83269254,266.7756694,645.2204737
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Telatrygon,Telatrygon crozieri,NA,NE,NA,EN,2021,40,DW,small,0.0209,3.07,206.2093593,715.9926071,1731.691238
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Telatrygon,Telatrygon zugei,Dasyatis zugei,NT,2006,VU,2021,29,DW,small,0.0209,3.07,76.83269254,266.7756694,645.2204737
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus acanthobothrium,NA,NE,NA,DD,2021,161,DW,large,0.0209,3.07,14823.12049,51468.29768,124480.6151
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus asperrimus,Urogymnus asperrimus,VU,2005,VU,2015,115,DW,medium,0.0209,3.07,5276.264629,18320.05337,44308.66407
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus dalyensis,Himantura dalyensis,DD,2011,LC,2015,124,DW,medium,0.0209,3.07,6649.49667,23088.13952,55840.70074
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus granulatus,Himantura granulata,NT,2004,VU,2015,141,DW,medium,0.0209,3.07,9864.767985,34252.08717,82841.69227
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus lobistoma,Himantura lobistoma,VU,2007,EN,2020,100,DW,medium,0.0209,3.07,3435.454487,11928.45962,28850.03113
Elasmobranchii,Batoidea,Myliobatiformes,Dasyatidae,Urogymnus,Urogymnus polylepis,Himantura polylepis,EN,2011,EN,2021,223,DW,large,0.0209,3.07,40297.6879,139920.1604,338409.2424
Elasmobranchii,Selachimorpha,Echinorhiniformes,Echinorhinidae,Echinorhinus,Echinorhinus brucus,Echinorhinus brucus,DD,2003,EN,2020,394,TL,large,0.00389,3.12,56064.01895,198650.1765,487413.7914
Elasmobranchii,Selachimorpha,Echinorhiniformes,Echinorhinidae,Echinorhinus,Echinorhinus cookei,Echinorhinus cookei,NT,2003,DD,2017,450,TL,large,0.00389,3.12,84870.9489,300721.0202,737857.7519
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Aculeola,Aculeola nigra,Aculeola nigra,DD,2004,NT,2020,67,TL,small,0.0029,3.11,160.4306517,566.1495461,1385.130315
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium excelsum,Centroscyllium excelsum,DD,2008,NT,2021,68,TL,small,0.00288,3.08,150.0885467,523.2492688,1269.170412
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium fabricii,Centroscyllium fabricii,LC,2008,LC,2020,107,TL,small,0.00288,3.08,606.348261,2113.89404,5127.368406
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium granulatum,Centroscyllium granulatum,DD,2004,VU,2020,62,TL,small,0.00288,3.08,112.9240654,393.683835,954.9021945
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium kamoharai,Centroscyllium kamoharai,DD,2003,LC,2017,63,TL,small,0.00288,3.08,118.6284876,413.5709936,1003.139612
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium nigrum,Centroscyllium nigrum,DD,2004,LC,2020,51,TL,small,0.00288,3.08,61.87799649,215.7234322,523.2492688
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium ornatum,Centroscyllium ornatum,DD,2008,LC,2020,51.4,TL,small,0.00288,3.08,63.38500189,220.9772606,535.992724
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium ritteri,Centroscyllium ritteri,DD,2008,LC,2021,48.5,TL,small,0.00288,3.08,53.00351312,184.7845829,448.2053567
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus alphus,NA,NE,NA,LC,2018,39,TL,small,0.0035,3.05,30.10742471,103.6935992,249.353286
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus benchleyi,NA,NE,NA,LC,2020,52,TL,small,0.0035,3.05,72.39969817,249.353286,599.6229441
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus bigelowi,Etmopterus bigelowi,LC,2006,LC,2020,73,TL,small,0.0035,3.05,203.7329534,701.6808451,1687.340644
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus brachyurus,Etmopterus brachyurus,DD,2008,DD,2015,50,TL,small,0.0035,3.05,64.23697345,221.2398783,532.0182834
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus bullisi,Etmopterus bullisi,DD,2006,LC,2020,30,TL,small,0.0035,3.05,13.52528373,46.58270722,112.0180147
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus burgessi,Etmopterus burgessi,DD,2008,LC,2020,40.6,TL,small,0.0035,3.05,34.03540791,117.2220468,281.8853119
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus carteri,Etmopterus carteri,DD,2006,LC,2020,21,TL,small,0.0035,3.05,4.557171855,15.69544909,37.74304139
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus caudistigmus,Etmopterus caudistigmus,LC,2003,LC,2017,34,TL,small,0.0035,3.05,19.81240762,68.2363196,164.0887253
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus compagnoi,Etmopterus compagnoi,NE,NA,LC,2018,67,TL,small,0.0035,3.05,156.8392316,540.1732156,1298.961241
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus decacuspidatus,Etmopterus decacuspidatus,DD,2008,LC,2020,29.2,TL,small,0.0035,3.05,12.45501499,42.89657268,103.1539211
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus dianthus,Etmopterus dianthus,LC,2003,LC,2015,41,TL,small,0.0035,3.05,35.06851054,120.7801767,290.4415912
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus dislineatus,Etmopterus dislineatus,LC,2003,LC,2015,45,TL,small,0.0035,3.05,46.58270722,160.4364578,385.8035428
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus evansi,Etmopterus evansi,LC,2003,LC,2015,30,TL,small,0.0035,3.05,13.52528373,46.58270722,112.0180147
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus fusus,Etmopterus fusus,LC,2003,LC,2015,29,TL,small,0.0035,3.05,12.19664691,42.00672187,101.0140858
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus gracilispinis,Etmopterus gracilispinis,LC,2007,LC,2020,33,TL,small,0.0035,3.05,18.08814681,62.29775757,149.8081914
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus granulosus,Etmopterus granulosus,NE,NA,LC,2017,88,TL,small,0.0035,3.05,360.2456187,1240.729327,2983.597224
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus hillianus,Etmopterus hillianus,LC,2006,LC,2020,30,TL,small,0.0035,3.05,13.52528373,46.58270722,112.0180147
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus joungi,Etmopterus joungi,NE,NA,LC,2020,45.6,TL,small,0.0035,3.05,48.50308112,167.0504569,401.7083087
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus lailae,NA,NE,NA,DD,2020,36.8,TL,small,0.0035,3.05,25.22100595,86.86418408,208.8833824
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus litvinovi,Etmopterus litvinovi,DD,2007,LC,2020,61,TL,small,0.0035,3.05,117.8101081,405.7522105,975.7173804
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus lucifer,Etmopterus lucifer,LC,2003,LC,2017,47,TL,small,0.0035,3.05,53.18939179,183.1906756,440.5208931
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus marshae,NA,NE,NA,LC,2020,23.4,TL,small,0.0035,3.05,6.339206843,21.83299236,52.50206792
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus molleri,Etmopterus molleri,LC,2008,DD,2015,46,TL,small,0.0035,3.05,49.81245475,171.5600975,412.5526974
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus perryi,Etmopterus perryi,DD,2006,LC,2020,21,TL,small,0.0035,3.05,4.557171855,15.69544909,37.74304139
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus polli,Etmopterus polli,DD,2006,LC,2021,24.1,TL,small,0.0035,3.05,6.935512159,23.88673973,57.44073973
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus princeps,Etmopterus princeps,DD,2006,LC,2020,96,TL,small,0.0035,3.05,469.7359709,1617.827296,3890.409393
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus pseudosqualiolus,Etmopterus pseudosqualiolus,LC,2003,LC,2017,45,TL,small,0.0035,3.05,46.58270722,160.4364578,385.8035428
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus pusillus,Etmopterus pusillus,LC,2008,LC,2020,50.2,TL,small,0.0035,3.05,65.02388216,223.9500867,538.5355553
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus pycnolepis,Etmopterus pycnolepis,DD,2007,LC,2020,45,TL,small,0.0035,3.05,46.58270722,160.4364578,385.8035428
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus robinsi,Etmopterus robinsi,LC,2006,LC,2020,34,TL,small,0.0035,3.05,19.81240762,68.2363196,164.0887253
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus samadiae,NA,NE,NA,LC,2020,27.7,TL,small,0.0035,3.05,10.60449162,36.52314718,87.82766567
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus schultzi,Etmopterus schultzi,LC,2006,LC,2020,30,TL,small,0.0035,3.05,13.52528373,46.58270722,112.0180147
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus sculptus,Etmopterus sculptus,NE,NA,LC,2018,53,TL,small,0.0035,3.05,76.73048792,264.2690479,635.4910619
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus sentosus,Etmopterus sentosus,LC,2006,LC,2018,27,TL,small,0.0035,3.05,9.808126043,33.78036815,81.23207088
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus sheikoi,Etmopterus sheikoi,DD,2004,LC,2020,43.2,TL,small,0.0035,3.05,41.12936319,141.6544837,340.6382964
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus spinax,Etmopterus spinax,LC,2008,VU,2021,55,TL,small,0.0035,3.05,85.90783227,295.8769278,711.4989235
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus splendidus,Etmopterus splendidus,DD,2008,LC,2020,30.7,TL,small,0.0035,3.05,14.51104212,49.97777792,120.1821833
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus unicolor,Etmopterus unicolor,NE,NA,DD,2017,79,TL,small,0.0035,3.05,259.2323435,892.8274334,2146.993219
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus viator,Etmopterus viator,NE,NA,LC,2017,58,TL,small,0.0035,3.05,101.0140858,347.9046857,836.6107191
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus villosus,Etmopterus villosus,LC,2008,LC,2020,65.2,TL,small,0.0035,3.05,144.3383461,497.1186593,1195.427415
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Etmopterus,Etmopterus virens,Etmopterus virens,LC,2006,LC,2020,26,TL,small,0.0035,3.05,8.741687333,30.10742471,72.39969817
Elasmobranchii,Selachimorpha,Squaliformes,Etmopteridae,Trigonognathus,Trigonognathus kabeyai,Trigonognathus kabeyai,DD,2004,LC,2020,53.9,TL,small,0.0035,3.05,80.77413044,278.19584,668.980992
Elasmobranchii,Selachimorpha,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,Ginglymostoma cirratum,Ginglymostoma cirratum,DD,2006,VU,2021,308,TL,large,0.0106,2.892,22470.658,72589.15003,166799.4205
Elasmobranchii,Selachimorpha,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,Ginglymostoma unami,Split,NE,NA,EN,2021,280,TL,large,0.0106,2.892,17057.21582,55101.58171,126615.5051
Elasmobranchii,Selachimorpha,Orectolobiformes,Ginglymostomatidae,Nebrius,Nebrius ferrugineus,Nebrius ferrugineus,VU,2003,VU,2020,320,TL,large,0.00417,3.08,25634.5443,89368.95494,216769.4063
Elasmobranchii,Selachimorpha,Orectolobiformes,Ginglymostomatidae,Pseudoginglymostoma,Pseudoginglymostoma brevicaudatum,Pseudoginglymostoma brevicaudatum,VU,2004,CR,2018,75,TL,small,0.00417,3.08,293.8680422,1024.503479,2484.990577
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus cemiculus,Glaucostegus cemiculus,EN,2007,CR,2018,265,TL,large,0.0039,3.05,11583.05279,39893.42979,95932.22614
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus granulatus,Glaucostegus granulatus,VU,2006,CR,2018,229,TL,medium,0.0039,3.05,7420.297905,25556.40027,61455.79316
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus halavi,Glaucostegus halavi,VU,2008,CR,2018,187,TL,medium,0.0039,3.05,3999.816063,13775.84857,33126.95418
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus obtusus,Glaucostegus obtusus,VU,2006,CR,2018,93,TL,small,0.0039,3.05,475.1121244,1636.343416,3934.935338
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus thouin,Glaucostegus thouin,VU,2006,CR,2018,300,TL,large,0.0039,3.05,16909.97428,58239.9894,140050.4259
Elasmobranchii,Batoidea,Rhinopristiformes,Glaucostegidae,Glaucostegus,Glaucostegus typus,Glaucostegus typus,VU,2003,CR,2018,270,TL,large,0.0039,3.05,12262.6011,42233.87606,101560.3263
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja andamanica,Cruriraja andamanica,DD,2006,DD,2018,50,TL,medium,0.00661,2.95,87.92745137,290.7995293,679.4585567
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja atlantis,Cruriraja atlantis,DD,2006,LC,2020,34,TL,small,0.00661,2.95,28.18550221,93.21697206,217.8032043
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja cadenati,Cruriraja cadenati,DD,2006,LC,2020,38,TL,small,0.00661,2.95,39.13132759,129.4177355,302.3869674
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja durbanensis,Cruriraja durbanensis,DD,2008,DD,2018,31,TL,small,0.00661,2.95,21.46248324,70.98215549,165.8511382
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja hulleyi,Cruriraja hulleyi,LC,NA,LC,2018,59,TL,medium,0.00661,2.95,143.276976,473.8551672,1107.171489
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja parcomaculata,Cruriraja parcomaculata,DD,NA,LC,2018,43,TL,small,0.00661,2.95,56.35012921,186.3649042,435.4450956
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja poeyi,Cruriraja poeyi,DD,2006,LC,2020,34,TL,small,0.00661,2.95,28.18550221,93.21697206,217.8032043
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja rugosa,Cruriraja rugosa,DD,2008,LC,2020,51,TL,medium,0.00661,2.95,93.21697206,308.2933848,720.3332783
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja atripinna,Fenestraja atripinna,DD,2008,LC,2020,29,TL,small,0.00661,2.95,17.6293811,58.30506452,136.2308773
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja cubensis,Fenestraja cubensis,DD,2008,LC,2020,30,TL,small,0.00661,2.95,19.48366589,64.43767883,150.5598457
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja ishiyamai,Fenestraja ishiyamai,DD,2008,LC,2020,36,TL,small,0.00661,2.95,33.36225132,110.3378618,257.8064845
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja maceachrani,Fenestraja maceachrani,DD,2008,DD,2018,42,TL,small,0.00661,2.95,52.57125914,173.8671732,406.2439125
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja mamillidens,Fenestraja mamillidens,DD,2007,LC,2020,29.2,TL,small,0.00661,2.95,17.99046481,59.49926464,139.0211482
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja plutonia,Fenestraja plutonia,DD,2007,LC,2020,27,TL,small,0.00661,2.95,14.27861476,47.22318671,110.3378618
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja sibogae,Fenestraja sibogae,DD,2007,DD,2020,31.4,TL,small,0.00661,2.95,22.28976214,73.71818743,172.2439281
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Fenestraja,Fenestraja sinusmexicanus,Fenestraja sinusmexicanus,DD,2008,LC,2020,36,TL,small,0.00661,2.95,33.36225132,110.3378618,257.8064845
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella atlantica,Gurgesiella atlantica,DD,2007,LC,2020,52,TL,medium,0.00661,2.95,98.71265569,326.4690761,762.8011221
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella dorsalifera,Gurgesiella dorsalifera,VU,2004,VU,2020,53,TL,medium,0.00661,2.95,104.4183407,345.339298,806.8917495
Elasmobranchii,Batoidea,Rajiformes,Gurgesiellidae,Gurgesiella,Gurgesiella furvescens,Gurgesiella furvescens,LC,2004,LC,2020,63,TL,medium,0.00661,2.95,173.8671732,575.0251069,1343.556952
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura altavela,Gymnura altavela,VU,2007,EN,2021,220,DW,large,0.0268,2.96,29556.78157,98149.31409,229988.3986
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura australis,Gymnura australis,LC,2008,LC,2015,94,DW,medium,0.0268,2.96,2385.307938,7920.90091,18560.65254
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura crebripunctata,Gymnura crebripunctata,DD,2011,NT,2020,81,DW,medium,0.0268,2.96,1535.329741,5098.37516,11946.76855
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura japonica,Gymnura japonica,DD,2007,VU,2021,145,DW,medium,0.0268,2.96,8604.691284,28573.63023,66955.16439
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura lessae,Gymnura micrura,NE,NA,LC,2021,89.9,DW,medium,0.0268,2.96,2090.329234,6941.364034,16265.35257
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura marmorata,Gymnura marmorata,LC,2011,NT,2020,125,DW,medium,0.0268,2.96,5545.48641,18414.91727,43150.75834
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura micrura,Gymnura micrura,DD,2006,NT,2021,80,DW,medium,0.0268,2.96,1479.899994,4914.309393,11515.45641
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura natalensis,Gymnura natalensis,DD,2006,LC,2018,250,DW,large,0.0268,2.96,43150.75834,143290.8831,335766.3887
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura poecilura,Gymnura poecilura,NT,2006,VU,2021,104,DW,medium,0.0268,2.96,3217.397286,10684.02309,25035.33911
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura sereti,NA,NE,NA,EN,2021,75,DW,medium,0.0268,2.96,1222.552017,4059.733013,9512.970143
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura tentaculata,Gymnura tentaculata,DD,2008,CR,2021,85,DW,medium,0.0268,2.96,1770.785785,5880.254918,13778.90844
Elasmobranchii,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura zonura,Gymnura zonura,VU,2006,EN,2021,108,DW,medium,0.0268,2.96,3597.661703,11946.76855,27994.26763
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Chaenogaleus,Chaenogaleus macrostoma,Chaenogaleus macrostoma,VU,2008,VU,2021,125,TL,small,0.00372,3.11,1431.297108,5050.956281,12357.57003
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Hemigaleus,Hemigaleus australiensis,Hemigaleus australiensis,LC,2008,LC,2015,110,TL,small,0.00372,3.11,961.7692869,3394.022522,8303.748571
Elasmobranchii,Selachimorpha,Carcharhiniformes,Hemigaleidae,Hemigaleus,Hemigaleus microstoma,Hemigaleus microstoma,VU,2007,VU,2021,114,TL,small,0.00265,3.07,651.3009038,2261.423215,5469.451398
